class,coverage,stride,accuracy,n_samples
PoleVault,50,2,0.619718,142
PommelHorse,50,2,0.726087,230
PullUps,50,2,0.846154,65
Punch,50,2,0.959064,171
PushUps,50,2,0.97619,42
Rafting,50,2,0.635417,96
RockClimbingIndoor,50,2,0.976119,335
RopeClimbing,50,2,0.864078,103
Rowing,50,2,0.888889,234
SalsaSpin,50,2,0.614943,174
ShavingBeard,50,2,0.938462,195
Shotput,50,2,0.389831,59
SkateBoarding,50,2,0.853659,82
Skiing,50,2,0.592814,167
Skijet,50,2,0.871429,140
SkyDiving,50,2,0.939759,83
SoccerJuggling,50,2,0.8,230
SoccerPenalty,50,2,1.0,57
StillRings,50,2,0.807229,83
SumoWrestling,50,2,0.933333,120
Surfing,50,2,0.95614,114
Swing,50,2,0.8125,128
TableTennisShot,50,2,0.96,100
TaiChi,50,2,0.797619,84
TennisSwing,50,2,0.826531,98
ThrowDiscus,50,2,0.859649,57
TrampolineJumping,50,2,0.985612,139
Typing,50,2,1.0,149
UnevenBars,50,2,0.671875,64
VolleyballSpiking,50,2,0.942308,52
WalkingWithDog,50,2,0.937984,129
WallPushups,50,2,0.842105,57
WritingOnBoard,50,2,1.0,105
YoYo,50,2,0.862385,109
ApplyEyeMakeup,75,2,0.960938,128
ApplyLipstick,75,2,0.964602,113
Archery,75,2,0.838095,105
BabyCrawling,75,2,1.0,112
BalanceBeam,75,2,0.825397,63
BandMarching,75,2,0.433071,127
BaseballPitch,75,2,0.775862,58
Basketball,75,2,0.90625,64
BasketballDunk,75,2,0.969697,33
BenchPress,75,2,1.0,89
Biking,75,2,0.932515,163
Billiards,75,2,0.991379,232
BlowDryHair,75,2,0.606061,99
BlowingCandles,75,2,1.0,49
BodyWeightSquats,75,2,0.492063,63
Bowling,75,2,0.977273,88
BoxingPunchingBag,75,2,0.762712,177
BoxingSpeedBag,75,2,0.731544,149
BreastStroke,75,2,0.965517,87
BrushingTeeth,75,2,0.373737,198
CleanAndJerk,75,2,0.926606,109
CliffDiving,75,2,0.804348,46
CricketBowling,75,2,0.41791,67
CricketShot,75,2,0.464789,71
CuttingInKitchen,75,2,0.980392,102
Diving,75,2,0.992806,139
Drumming,75,2,0.974684,237
Fencing,75,2,1.0,72
FieldHockeyPenalty,75,2,0.728571,70
FloorGymnastics,75,2,0.629213,89
FrisbeeCatch,75,2,0.729167,48
FrontCrawl,75,2,0.354331,127
GolfSwing,75,2,0.963636,110
Haircut,75,2,0.596774,62
HammerThrow,75,2,0.691781,146
Hammering,75,2,0.654545,55
HandstandPushups,75,2,0.685185,54
HandstandWalking,75,2,0.573034,89
HeadMassage,75,2,0.936782,174
HighJump,75,2,0.108108,74
HorseRace,75,2,0.949153,118
HorseRiding,75,2,1.0,151
HulaHoop,75,2,0.929825,57
IceDancing,75,2,0.926829,205
JavelinThrow,75,2,0.62963,54
JugglingBalls,75,2,0.786885,183
JumpRope,75,2,0.685897,312
JumpingJack,75,2,0.846154,39
Kayaking,75,2,0.982456,114
Knitting,75,2,0.992754,138
LongJump,75,2,0.527778,72
Lunges,75,2,0.5375,160
MilitaryParade,75,2,1.0,62
Mixing,75,2,0.989474,95
MoppingFloor,75,2,0.773913,115
Nunchucks,75,2,0.322981,161
ParallelBars,75,2,0.885057,87
PizzaTossing,75,2,0.79661,59
PlayingCello,75,2,0.934641,153
PlayingDaf,75,2,0.981567,217
PlayingDhol,75,2,0.96587,293
PlayingFlute,75,2,0.995455,220
PlayingGuitar,75,2,1.0,211
PlayingPiano,75,2,0.946429,112
PlayingSitar,75,2,0.846154,260
PlayingTabla,75,2,0.967532,154
PlayingViolin,75,2,0.989362,94
PoleVault,75,2,0.739437,142
PommelHorse,75,2,0.782609,230
PullUps,75,2,0.815385,65
Punch,75,2,0.959064,171
PushUps,75,2,0.97619,42
Rafting,75,2,0.59375,96
RockClimbingIndoor,75,2,0.961194,335
RopeClimbing,75,2,0.932039,103
Rowing,75,2,0.910256,234
SalsaSpin,75,2,0.741379,174
ShavingBeard,75,2,0.923077,195
Shotput,75,2,0.322034,59
SkateBoarding,75,2,0.878049,82
Skiing,75,2,0.628743,167
Skijet,75,2,0.928571,140
SkyDiving,75,2,0.975904,83
SoccerJuggling,75,2,0.83913,230
SoccerPenalty,75,2,1.0,57
StillRings,75,2,0.831325,83
SumoWrestling,75,2,0.95,120
Surfing,75,2,0.947368,114
Swing,75,2,0.851562,128
TableTennisShot,75,2,0.96,100
TaiChi,75,2,0.857143,84
TennisSwing,75,2,0.867347,98
ThrowDiscus,75,2,0.947368,57
TrampolineJumping,75,2,0.992806,139
Typing,75,2,1.0,149
UnevenBars,75,2,0.75,64
VolleyballSpiking,75,2,0.942308,52
WalkingWithDog,75,2,0.945736,129
WallPushups,75,2,0.807018,57
WritingOnBoard,75,2,1.0,105
YoYo,75,2,0.87156,109
ApplyEyeMakeup,100,2,0.960938,128
ApplyLipstick,100,2,0.964602,113
Archery,100,2,0.838095,105
BabyCrawling,100,2,1.0,112
BalanceBeam,100,2,0.825397,63
BandMarching,100,2,0.433071,127
BaseballPitch,100,2,0.775862,58
Basketball,100,2,0.90625,64
BasketballDunk,100,2,0.969697,33
BenchPress,100,2,1.0,89
Biking,100,2,0.932515,163
Billiards,100,2,0.991379,232
BlowDryHair,100,2,0.606061,99
BlowingCandles,100,2,1.0,49
BodyWeightSquats,100,2,0.492063,63
Bowling,100,2,0.977273,88
BoxingPunchingBag,100,2,0.762712,177
BoxingSpeedBag,100,2,0.731544,149
BreastStroke,100,2,0.965517,87
BrushingTeeth,100,2,0.373737,198
CleanAndJerk,100,2,0.926606,109
CliffDiving,100,2,0.804348,46
CricketBowling,100,2,0.41791,67
CricketShot,100,2,0.464789,71
CuttingInKitchen,100,2,0.980392,102
Diving,100,2,0.992806,139
Drumming,100,2,0.974684,237
Fencing,100,2,1.0,72
FieldHockeyPenalty,100,2,0.728571,70
FloorGymnastics,100,2,0.629213,89
FrisbeeCatch,100,2,0.729167,48
FrontCrawl,100,2,0.354331,127
GolfSwing,100,2,0.963636,110
Haircut,100,2,0.596774,62
HammerThrow,100,2,0.691781,146
Hammering,100,2,0.654545,55
HandstandPushups,100,2,0.685185,54
HandstandWalking,100,2,0.573034,89
HeadMassage,100,2,0.936782,174
HighJump,100,2,0.108108,74
HorseRace,100,2,0.949153,118
HorseRiding,100,2,1.0,151
HulaHoop,100,2,0.929825,57
IceDancing,100,2,0.926829,205
JavelinThrow,100,2,0.62963,54
JugglingBalls,100,2,0.786885,183
JumpRope,100,2,0.685897,312
JumpingJack,100,2,0.846154,39
Kayaking,100,2,0.982456,114
Knitting,100,2,0.992754,138
LongJump,100,2,0.527778,72
Lunges,100,2,0.5375,160
MilitaryParade,100,2,1.0,62
Mixing,100,2,0.989474,95
MoppingFloor,100,2,0.773913,115
Nunchucks,100,2,0.322981,161
ParallelBars,100,2,0.885057,87
PizzaTossing,100,2,0.79661,59
PlayingCello,100,2,0.934641,153
PlayingDaf,100,2,0.981567,217
PlayingDhol,100,2,0.96587,293
PlayingFlute,100,2,0.995455,220
PlayingGuitar,100,2,1.0,211
PlayingPiano,100,2,0.946429,112
PlayingSitar,100,2,0.846154,260
PlayingTabla,100,2,0.967532,154
PlayingViolin,100,2,0.989362,94
PoleVault,100,2,0.739437,142
PommelHorse,100,2,0.782609,230
PullUps,100,2,0.815385,65
Punch,100,2,0.959064,171
PushUps,100,2,0.97619,42
Rafting,100,2,0.59375,96
RockClimbingIndoor,100,2,0.961194,335
RopeClimbing,100,2,0.932039,103
Rowing,100,2,0.910256,234
SalsaSpin,100,2,0.741379,174
ShavingBeard,100,2,0.923077,195
Shotput,100,2,0.322034,59
SkateBoarding,100,2,0.878049,82
Skiing,100,2,0.628743,167
Skijet,100,2,0.928571,140
SkyDiving,100,2,0.975904,83
SoccerJuggling,100,2,0.83913,230
SoccerPenalty,100,2,1.0,57
StillRings,100,2,0.831325,83
SumoWrestling,100,2,0.95,120
Surfing,100,2,0.947368,114
Swing,100,2,0.851562,128
TableTennisShot,100,2,0.96,100
TaiChi,100,2,0.857143,84
TennisSwing,100,2,0.867347,98
ThrowDiscus,100,2,0.947368,57
TrampolineJumping,100,2,0.992806,139
Typing,100,2,1.0,149
UnevenBars,100,2,0.75,64
VolleyballSpiking,100,2,0.942308,52
WalkingWithDog,100,2,0.945736,129
WallPushups,100,2,0.807018,57
WritingOnBoard,100,2,1.0,105
YoYo,100,2,0.87156,109
ApplyEyeMakeup,10,4,0.976562,128
ApplyLipstick,10,4,0.876106,113
Archery,10,4,0.666667,105
BabyCrawling,10,4,0.8125,112
BalanceBeam,10,4,0.539683,63
BandMarching,10,4,0.409449,127
BaseballPitch,10,4,0.724138,58
Basketball,10,4,0.734375,64
BasketballDunk,10,4,1.0,33
BenchPress,10,4,1.0,89
Biking,10,4,0.736196,163
Billiards,10,4,1.0,232
BlowDryHair,10,4,0.262626,99
BlowingCandles,10,4,1.0,49
BodyWeightSquats,10,4,0.174603,63
Bowling,10,4,0.954545,88
BoxingPunchingBag,10,4,0.322034,177
BoxingSpeedBag,10,4,0.147651,149
BreastStroke,10,4,0.758621,87
BrushingTeeth,10,4,0.186869,198
CleanAndJerk,10,4,0.678899,109
CliffDiving,10,4,0.695652,46
CricketBowling,10,4,0.597015,67
CricketShot,10,4,0.380282,71
CuttingInKitchen,10,4,0.970588,102
Diving,10,4,1.0,139
Drumming,10,4,0.962025,237
Fencing,10,4,0.930556,72
FieldHockeyPenalty,10,4,0.642857,70
FloorGymnastics,10,4,0.280899,89
FrisbeeCatch,10,4,0.1875,48
FrontCrawl,10,4,0.165354,127
GolfSwing,10,4,0.890909,110
Haircut,10,4,0.629032,62
HammerThrow,10,4,0.493151,146
Hammering,10,4,0.654545,55
HandstandPushups,10,4,0.796296,54
HandstandWalking,10,4,0.348315,89
HeadMassage,10,4,0.666667,174
HighJump,10,4,0.0,74
HorseRace,10,4,0.762712,118
HorseRiding,10,4,0.933775,151
HulaHoop,10,4,0.719298,57
IceDancing,10,4,0.839024,205
JavelinThrow,10,4,0.462963,54
JugglingBalls,10,4,0.36612,183
JumpRope,10,4,0.471154,312
JumpingJack,10,4,0.358974,39
Kayaking,10,4,0.798246,114
Knitting,10,4,0.891304,138
LongJump,10,4,0.541667,72
Lunges,10,4,0.04375,160
MilitaryParade,10,4,1.0,62
Mixing,10,4,0.821053,95
MoppingFloor,10,4,0.53913,115
Nunchucks,10,4,0.024845,161
ParallelBars,10,4,0.724138,87
PizzaTossing,10,4,0.152542,59
PlayingCello,10,4,0.928105,153
PlayingDaf,10,4,0.986175,217
PlayingDhol,10,4,0.887372,293
PlayingFlute,10,4,0.972727,220
PlayingGuitar,10,4,1.0,211
PlayingPiano,10,4,1.0,112
PlayingSitar,10,4,0.788462,260
PlayingTabla,10,4,0.961039,154
PlayingViolin,10,4,0.925532,94
PoleVault,10,4,0.514085,142
PommelHorse,10,4,0.469565,230
PullUps,10,4,0.646154,65
Punch,10,4,0.894737,171
PushUps,10,4,0.928571,42
Rafting,10,4,0.552083,96
RockClimbingIndoor,10,4,0.967164,335
RopeClimbing,10,4,0.504854,103
Rowing,10,4,0.735043,234
SalsaSpin,10,4,0.068966,174
ShavingBeard,10,4,0.805128,195
Shotput,10,4,0.677966,59
SkateBoarding,10,4,0.695122,82
Skiing,10,4,0.562874,167
Skijet,10,4,0.664286,140
SkyDiving,10,4,0.722892,83
SoccerJuggling,10,4,0.330435,230
SoccerPenalty,10,4,1.0,57
StillRings,10,4,0.746988,83
SumoWrestling,10,4,0.758333,120
Surfing,10,4,0.982456,114
Swing,10,4,0.382812,128
TableTennisShot,10,4,0.93,100
TaiChi,10,4,0.666667,84
TennisSwing,10,4,0.714286,98
ThrowDiscus,10,4,0.649123,57
TrampolineJumping,10,4,0.791367,139
Typing,10,4,0.993289,149
UnevenBars,10,4,0.453125,64
VolleyballSpiking,10,4,0.788462,52
WalkingWithDog,10,4,0.612403,129
WallPushups,10,4,0.807018,57
WritingOnBoard,10,4,1.0,105
YoYo,10,4,0.091743,109
ApplyEyeMakeup,25,4,0.976562,128
ApplyLipstick,25,4,0.929204,113
Archery,25,4,0.742857,105
BabyCrawling,25,4,0.901786,112
BalanceBeam,25,4,0.650794,63
BandMarching,25,4,0.433071,127
BaseballPitch,25,4,0.775862,58
Basketball,25,4,0.796875,64
BasketballDunk,25,4,1.0,33
BenchPress,25,4,1.0,89
Biking,25,4,0.803681,163
Billiards,25,4,1.0,232
BlowDryHair,25,4,0.373737,99
BlowingCandles,25,4,1.0,49
BodyWeightSquats,25,4,0.253968,63
Bowling,25,4,0.954545,88
BoxingPunchingBag,25,4,0.519774,177
BoxingSpeedBag,25,4,0.302013,149
BreastStroke,25,4,0.873563,87
BrushingTeeth,25,4,0.212121,198
CleanAndJerk,25,4,0.770642,109
CliffDiving,25,4,0.804348,46
CricketBowling,25,4,0.61194,67
CricketShot,25,4,0.394366,71
CuttingInKitchen,25,4,0.990196,102
Diving,25,4,1.0,139
Drumming,25,4,0.974684,237
Fencing,25,4,0.944444,72
FieldHockeyPenalty,25,4,0.657143,70
FloorGymnastics,25,4,0.292135,89
FrisbeeCatch,25,4,0.375,48
FrontCrawl,25,4,0.291339,127
GolfSwing,25,4,0.945455,110
Haircut,25,4,0.693548,62
HammerThrow,25,4,0.561644,146
Hammering,25,4,0.654545,55
HandstandPushups,25,4,0.796296,54
HandstandWalking,25,4,0.382022,89
HeadMassage,25,4,0.752874,174
HighJump,25,4,0.040541,74
HorseRace,25,4,0.847458,118
HorseRiding,25,4,0.966887,151
HulaHoop,25,4,0.789474,57
IceDancing,25,4,0.882927,205
JavelinThrow,25,4,0.537037,54
JugglingBalls,25,4,0.546448,183
JumpRope,25,4,0.548077,312
JumpingJack,25,4,0.564103,39
Kayaking,25,4,0.850877,114
Knitting,25,4,0.949275,138
LongJump,25,4,0.541667,72
Lunges,25,4,0.11875,160
MilitaryParade,25,4,1.0,62
Mixing,25,4,0.873684,95
MoppingFloor,25,4,0.634783,115
Nunchucks,25,4,0.074534,161
ParallelBars,25,4,0.758621,87
PizzaTossing,25,4,0.220339,59
PlayingCello,25,4,0.954248,153
PlayingDaf,25,4,0.97235,217
PlayingDhol,25,4,0.918089,293
PlayingFlute,25,4,0.981818,220
PlayingGuitar,25,4,1.0,211
PlayingPiano,25,4,1.0,112
PlayingSitar,25,4,0.803846,260
PlayingTabla,25,4,0.974026,154
PlayingViolin,25,4,0.946809,94
PoleVault,25,4,0.549296,142
PommelHorse,25,4,0.521739,230
PullUps,25,4,0.676923,65
Punch,25,4,0.923977,171
PushUps,25,4,0.97619,42
Rafting,25,4,0.625,96
RockClimbingIndoor,25,4,0.979104,335
RopeClimbing,25,4,0.660194,103
Rowing,25,4,0.803419,234
SalsaSpin,25,4,0.206897,174
ShavingBeard,25,4,0.851282,195
Shotput,25,4,0.644068,59
SkateBoarding,25,4,0.780488,82
Skiing,25,4,0.562874,167
Skijet,25,4,0.742857,140
SkyDiving,25,4,0.795181,83
SoccerJuggling,25,4,0.452174,230
SoccerPenalty,25,4,0.982456,57
StillRings,25,4,0.771084,83
SumoWrestling,25,4,0.825,120
Surfing,25,4,0.973684,114
Swing,25,4,0.59375,128
TableTennisShot,25,4,0.93,100
TaiChi,25,4,0.72619,84
TennisSwing,25,4,0.72449,98
ThrowDiscus,25,4,0.754386,57
TrampolineJumping,25,4,0.877698,139
Typing,25,4,1.0,149
UnevenBars,25,4,0.515625,64
VolleyballSpiking,25,4,0.846154,52
WalkingWithDog,25,4,0.705426,129
WallPushups,25,4,0.736842,57
WritingOnBoard,25,4,1.0,105
YoYo,25,4,0.238532,109
ApplyEyeMakeup,50,4,0.976562,128
ApplyLipstick,50,4,0.964602,113
Archery,50,4,0.790476,105
BabyCrawling,50,4,0.982143,112
BalanceBeam,50,4,0.857143,63
BandMarching,50,4,0.417323,127
BaseballPitch,50,4,0.775862,58
Basketball,50,4,0.90625,64
BasketballDunk,50,4,0.969697,33
BenchPress,50,4,1.0,89
Biking,50,4,0.91411,163
Billiards,50,4,1.0,232
BlowDryHair,50,4,0.606061,99
BlowingCandles,50,4,0.979592,49
BodyWeightSquats,50,4,0.380952,63
Bowling,50,4,0.965909,88
BoxingPunchingBag,50,4,0.762712,177
BoxingSpeedBag,50,4,0.583893,149
BreastStroke,50,4,0.954023,87
BrushingTeeth,50,4,0.358586,198
CleanAndJerk,50,4,0.926606,109
CliffDiving,50,4,0.913043,46
CricketBowling,50,4,0.477612,67
CricketShot,50,4,0.478873,71
CuttingInKitchen,50,4,0.990196,102
Diving,50,4,1.0,139
Drumming,50,4,0.970464,237
Fencing,50,4,0.986111,72
FieldHockeyPenalty,50,4,0.7,70
FloorGymnastics,50,4,0.505618,89
FrisbeeCatch,50,4,0.5625,48
FrontCrawl,50,4,0.354331,127
GolfSwing,50,4,0.972727,110
Haircut,50,4,0.596774,62
HammerThrow,50,4,0.616438,146
Hammering,50,4,0.672727,55
HandstandPushups,50,4,0.685185,54
HandstandWalking,50,4,0.494382,89
HeadMassage,50,4,0.902299,174
HighJump,50,4,0.067568,74
HorseRace,50,4,0.932203,118
HorseRiding,50,4,1.0,151
HulaHoop,50,4,0.912281,57
IceDancing,50,4,0.931707,205
JavelinThrow,50,4,0.666667,54
JugglingBalls,50,4,0.765027,183
JumpRope,50,4,0.650641,312
JumpingJack,50,4,0.871795,39
Kayaking,50,4,0.982456,114
Knitting,50,4,0.978261,138
LongJump,50,4,0.458333,72
Lunges,50,4,0.425,160
MilitaryParade,50,4,1.0,62
Mixing,50,4,0.989474,95
MoppingFloor,50,4,0.73913,115
Nunchucks,50,4,0.254658,161
ParallelBars,50,4,0.827586,87
PizzaTossing,50,4,0.661017,59
PlayingCello,50,4,0.934641,153
PlayingDaf,50,4,0.976959,217
PlayingDhol,50,4,0.976109,293
PlayingFlute,50,4,0.986364,220
PlayingGuitar,50,4,1.0,211
PlayingPiano,50,4,0.982143,112
PlayingSitar,50,4,0.846154,260
PlayingTabla,50,4,0.967532,154
PlayingViolin,50,4,0.989362,94
PoleVault,50,4,0.676056,142
PommelHorse,50,4,0.695652,230
PullUps,50,4,0.846154,65
Punch,50,4,0.959064,171
PushUps,50,4,0.952381,42
Rafting,50,4,0.59375,96
RockClimbingIndoor,50,4,0.976119,335
RopeClimbing,50,4,0.864078,103
Rowing,50,4,0.893162,234
SalsaSpin,50,4,0.551724,174
ShavingBeard,50,4,0.923077,195
Shotput,50,4,0.389831,59
SkateBoarding,50,4,0.878049,82
Skiing,50,4,0.592814,167
Skijet,50,4,0.85,140
SkyDiving,50,4,0.951807,83
SoccerJuggling,50,4,0.8,230
SoccerPenalty,50,4,1.0,57
StillRings,50,4,0.819277,83
SumoWrestling,50,4,0.925,120
Surfing,50,4,0.947368,114
Swing,50,4,0.835938,128
TableTennisShot,50,4,0.95,100
TaiChi,50,4,0.809524,84
TennisSwing,50,4,0.826531,98
ThrowDiscus,50,4,0.894737,57
TrampolineJumping,50,4,0.992806,139
Typing,50,4,0.986577,149
UnevenBars,50,4,0.671875,64
VolleyballSpiking,50,4,0.942308,52
WalkingWithDog,50,4,0.953488,129
WallPushups,50,4,0.789474,57
WritingOnBoard,50,4,1.0,105
YoYo,50,4,0.807339,109
ApplyEyeMakeup,75,4,0.976562,128
ApplyLipstick,75,4,0.973451,113
Archery,75,4,0.828571,105
BabyCrawling,75,4,1.0,112
BalanceBeam,75,4,0.825397,63
BandMarching,75,4,0.409449,127
BaseballPitch,75,4,0.775862,58
Basketball,75,4,0.890625,64
BasketballDunk,75,4,0.969697,33
BenchPress,75,4,1.0,89
Biking,75,4,0.920245,163
Billiards,75,4,0.991379,232
BlowDryHair,75,4,0.606061,99
BlowingCandles,75,4,0.979592,49
BodyWeightSquats,75,4,0.460317,63
Bowling,75,4,0.954545,88
BoxingPunchingBag,75,4,0.774011,177
BoxingSpeedBag,75,4,0.597315,149
BreastStroke,75,4,0.954023,87
BrushingTeeth,75,4,0.353535,198
CleanAndJerk,75,4,0.944954,109
CliffDiving,75,4,0.869565,46
CricketBowling,75,4,0.41791,67
CricketShot,75,4,0.450704,71
CuttingInKitchen,75,4,0.990196,102
Diving,75,4,1.0,139
Drumming,75,4,0.974684,237
Fencing,75,4,0.986111,72
FieldHockeyPenalty,75,4,0.714286,70
FloorGymnastics,75,4,0.595506,89
FrisbeeCatch,75,4,0.625,48
FrontCrawl,75,4,0.322835,127
GolfSwing,75,4,0.945455,110
Haircut,75,4,0.612903,62
HammerThrow,75,4,0.636986,146
Hammering,75,4,0.690909,55
HandstandPushups,75,4,0.666667,54
HandstandWalking,75,4,0.539326,89
HeadMassage,75,4,0.925287,174
HighJump,75,4,0.121622,74
HorseRace,75,4,0.966102,118
HorseRiding,75,4,1.0,151
HulaHoop,75,4,0.947368,57
IceDancing,75,4,0.926829,205
JavelinThrow,75,4,0.722222,54
JugglingBalls,75,4,0.781421,183
JumpRope,75,4,0.650641,312
JumpingJack,75,4,0.846154,39
Kayaking,75,4,0.973684,114
Knitting,75,4,1.0,138
LongJump,75,4,0.5,72
Lunges,75,4,0.46875,160
MilitaryParade,75,4,1.0,62
Mixing,75,4,0.989474,95
MoppingFloor,75,4,0.747826,115
Nunchucks,75,4,0.273292,161
ParallelBars,75,4,0.873563,87
PizzaTossing,75,4,0.677966,59
PlayingCello,75,4,0.941176,153
PlayingDaf,75,4,0.986175,217
PlayingDhol,75,4,0.972696,293
PlayingFlute,75,4,0.990909,220
PlayingGuitar,75,4,1.0,211
PlayingPiano,75,4,0.964286,112
PlayingSitar,75,4,0.834615,260
PlayingTabla,75,4,0.967532,154
PlayingViolin,75,4,0.989362,94
PoleVault,75,4,0.732394,142
PommelHorse,75,4,0.704348,230
PullUps,75,4,0.830769,65
Punch,75,4,0.959064,171
PushUps,75,4,0.97619,42
Rafting,75,4,0.604167,96
RockClimbingIndoor,75,4,0.964179,335
RopeClimbing,75,4,0.902913,103
Rowing,75,4,0.901709,234
SalsaSpin,75,4,0.643678,174
ShavingBeard,75,4,0.907692,195
Shotput,75,4,0.372881,59
SkateBoarding,75,4,0.914634,82
Skiing,75,4,0.616766,167
Skijet,75,4,0.885714,140
SkyDiving,75,4,0.963855,83
SoccerJuggling,75,4,0.808696,230
SoccerPenalty,75,4,1.0,57
StillRings,75,4,0.807229,83
SumoWrestling,75,4,0.95,120
Surfing,75,4,0.938596,114
Swing,75,4,0.84375,128
TableTennisShot,75,4,0.95,100
TaiChi,75,4,0.845238,84
TennisSwing,75,4,0.836735,98
ThrowDiscus,75,4,0.947368,57
TrampolineJumping,75,4,1.0,139
Typing,75,4,0.993289,149
UnevenBars,75,4,0.71875,64
VolleyballSpiking,75,4,0.923077,52
WalkingWithDog,75,4,0.930233,129
WallPushups,75,4,0.807018,57
WritingOnBoard,75,4,1.0,105
YoYo,75,4,0.834862,109
ApplyEyeMakeup,100,4,0.953125,128
ApplyLipstick,100,4,0.955752,113
Archery,100,4,0.857143,105
BabyCrawling,100,4,0.991071,112
BalanceBeam,100,4,0.84127,63
BandMarching,100,4,0.401575,127
BaseballPitch,100,4,0.758621,58
Basketball,100,4,0.921875,64
BasketballDunk,100,4,0.969697,33
BenchPress,100,4,1.0,89
Biking,100,4,0.96319,163
Billiards,100,4,0.991379,232
BlowDryHair,100,4,0.676768,99
BlowingCandles,100,4,1.0,49
BodyWeightSquats,100,4,0.539683,63
Bowling,100,4,0.977273,88
BoxingPunchingBag,100,4,0.774011,177
BoxingSpeedBag,100,4,0.838926,149
BreastStroke,100,4,0.954023,87
BrushingTeeth,100,4,0.378788,198
CleanAndJerk,100,4,0.93578,109
CliffDiving,100,4,0.913043,46
CricketBowling,100,4,0.373134,67
CricketShot,100,4,0.450704,71
CuttingInKitchen,100,4,0.980392,102
Diving,100,4,0.992806,139
Drumming,100,4,0.991561,237
Fencing,100,4,1.0,72
FieldHockeyPenalty,100,4,0.8,70
FloorGymnastics,100,4,0.640449,89
FrisbeeCatch,100,4,0.729167,48
FrontCrawl,100,4,0.354331,127
GolfSwing,100,4,0.972727,110
Haircut,100,4,0.677419,62
HammerThrow,100,4,0.636986,146
Hammering,100,4,0.581818,55
HandstandPushups,100,4,0.611111,54
HandstandWalking,100,4,0.550562,89
HeadMassage,100,4,0.91954,174
HighJump,100,4,0.22973,74
HorseRace,100,4,0.966102,118
HorseRiding,100,4,0.993377,151
HulaHoop,100,4,0.947368,57
IceDancing,100,4,0.941463,205
JavelinThrow,100,4,0.796296,54
JugglingBalls,100,4,0.803279,183
JumpRope,100,4,0.669872,312
JumpingJack,100,4,0.897436,39
Kayaking,100,4,0.982456,114
Knitting,100,4,1.0,138
LongJump,100,4,0.527778,72
Lunges,100,4,0.64375,160
MilitaryParade,100,4,1.0,62
Mixing,100,4,0.989474,95
MoppingFloor,100,4,0.782609,115
Nunchucks,100,4,0.31677,161
ParallelBars,100,4,0.896552,87
PizzaTossing,100,4,0.79661,59
PlayingCello,100,4,0.915033,153
PlayingDaf,100,4,0.981567,217
PlayingDhol,100,4,0.96587,293
PlayingFlute,100,4,0.995455,220
PlayingGuitar,100,4,1.0,211
PlayingPiano,100,4,0.955357,112
PlayingSitar,100,4,0.830769,260
PlayingTabla,100,4,0.967532,154
PlayingViolin,100,4,0.989362,94
PoleVault,100,4,0.795775,142
PommelHorse,100,4,0.756522,230
PullUps,100,4,0.846154,65
Punch,100,4,0.959064,171
PushUps,100,4,0.97619,42
Rafting,100,4,0.572917,96
RockClimbingIndoor,100,4,0.943284,335
RopeClimbing,100,4,0.932039,103
Rowing,100,4,0.897436,234
SalsaSpin,100,4,0.752874,174
ShavingBeard,100,4,0.892308,195
Shotput,100,4,0.237288,59
SkateBoarding,100,4,0.890244,82
Skiing,100,4,0.640719,167
Skijet,100,4,0.914286,140
SkyDiving,100,4,0.987952,83
SoccerJuggling,100,4,0.891304,230
SoccerPenalty,100,4,1.0,57
StillRings,100,4,0.831325,83
SumoWrestling,100,4,0.933333,120
Surfing,100,4,0.912281,114
Swing,100,4,0.898438,128
TableTennisShot,100,4,0.96,100
TaiChi,100,4,0.880952,84
TennisSwing,100,4,0.857143,98
ThrowDiscus,100,4,0.947368,57
TrampolineJumping,100,4,0.992806,139
Typing,100,4,1.0,149
UnevenBars,100,4,0.765625,64
VolleyballSpiking,100,4,0.942308,52
WalkingWithDog,100,4,0.937984,129
WallPushups,100,4,0.77193,57
WritingOnBoard,100,4,1.0,105
YoYo,100,4,0.908257,109
ApplyEyeMakeup,10,8,0.984375,128
ApplyLipstick,10,8,0.699115,113
Archery,10,8,0.542857,105
BabyCrawling,10,8,0.5,112
BalanceBeam,10,8,0.349206,63
BandMarching,10,8,0.275591,127
BaseballPitch,10,8,0.672414,58
Basketball,10,8,0.65625,64
BasketballDunk,10,8,0.878788,33
BenchPress,10,8,0.966292,89
Biking,10,8,0.441718,163
Billiards,10,8,1.0,232
BlowDryHair,10,8,0.141414,99
BlowingCandles,10,8,0.918367,49
BodyWeightSquats,10,8,0.063492,63
Bowling,10,8,0.954545,88
BoxingPunchingBag,10,8,0.073446,177
BoxingSpeedBag,10,8,0.0,149
BreastStroke,10,8,0.574713,87
BrushingTeeth,10,8,0.09596,198
CleanAndJerk,10,8,0.614679,109
CliffDiving,10,8,0.652174,46
CricketBowling,10,8,0.552239,67
CricketShot,10,8,0.253521,71
CuttingInKitchen,10,8,0.980392,102
Diving,10,8,0.992806,139
Drumming,10,8,0.919831,237
Fencing,10,8,0.736111,72
FieldHockeyPenalty,10,8,0.557143,70
FloorGymnastics,10,8,0.078652,89
FrisbeeCatch,10,8,0.0,48
FrontCrawl,10,8,0.070866,127
GolfSwing,10,8,0.9,110
Haircut,10,8,0.516129,62
HammerThrow,10,8,0.383562,146
Hammering,10,8,0.672727,55
