class,coverage,stride,accuracy,n_samples
BandMarching,75,16,0.275591,127
BaseballPitch,75,16,0.758621,58
Basketball,75,16,0.875,64
BasketballDunk,75,16,0.969697,33
BenchPress,75,16,1.0,89
Biking,75,16,0.865031,163
Billiards,75,16,0.991379,232
BlowDryHair,75,16,0.505051,99
BlowingCandles,75,16,0.979592,49
BodyWeightSquats,75,16,0.412698,63
Bowling,75,16,0.965909,88
BoxingPunchingBag,75,16,0.570621,177
BoxingSpeedBag,75,16,0.275168,149
BreastStroke,75,16,0.908046,87
BrushingTeeth,75,16,0.282828,198
CleanAndJerk,75,16,0.853211,109
CliffDiving,75,16,0.869565,46
CricketBowling,75,16,0.477612,67
CricketShot,75,16,0.43662,71
CuttingInKitchen,75,16,1.0,102
Diving,75,16,1.0,139
Drumming,75,16,0.962025,237
Fencing,75,16,0.930556,72
FieldHockeyPenalty,75,16,0.728571,70
FloorGymnastics,75,16,0.292135,89
FrisbeeCatch,75,16,0.458333,48
FrontCrawl,75,16,0.19685,127
GolfSwing,75,16,0.972727,110
Haircut,75,16,0.66129,62
HammerThrow,75,16,0.506849,146
Hammering,75,16,0.727273,55
HandstandPushups,75,16,0.666667,54
HandstandWalking,75,16,0.426966,89
HeadMassage,75,16,0.810345,174
HighJump,75,16,0.121622,74
HorseRace,75,16,0.932203,118
HorseRiding,75,16,0.993377,151
HulaHoop,75,16,0.736842,57
IceDancing,75,16,0.843902,205
JavelinThrow,75,16,0.518519,54
JugglingBalls,75,16,0.519126,183
JumpRope,75,16,0.560897,312
JumpingJack,75,16,0.589744,39
Kayaking,75,16,0.938596,114
Knitting,75,16,0.956522,138
LongJump,75,16,0.513889,72
Lunges,75,16,0.25,160
MilitaryParade,75,16,1.0,62
Mixing,75,16,0.989474,95
MoppingFloor,75,16,0.669565,115
Nunchucks,75,16,0.099379,161
ParallelBars,75,16,0.747126,87
PizzaTossing,75,16,0.305085,59
PlayingCello,75,16,0.915033,153
PlayingDaf,75,16,0.976959,217
PlayingDhol,75,16,0.948805,293
PlayingFlute,75,16,0.986364,220
PlayingGuitar,75,16,1.0,211
PlayingPiano,75,16,0.964286,112
PlayingSitar,75,16,0.807692,260
PlayingTabla,75,16,0.961039,154
PlayingViolin,75,16,0.968085,94
PoleVault,75,16,0.683099,142
PommelHorse,75,16,0.578261,230
PullUps,75,16,0.815385,65
Punch,75,16,0.947368,171
PushUps,75,16,0.97619,42
Rafting,75,16,0.5,96
RockClimbingIndoor,75,16,0.955224,335
RopeClimbing,75,16,0.76699,103
Rowing,75,16,0.799145,234
SalsaSpin,75,16,0.149425,174
ShavingBeard,75,16,0.902564,195
Shotput,75,16,0.474576,59
SkateBoarding,75,16,0.829268,82
Skiing,75,16,0.598802,167
Skijet,75,16,0.821429,140
SkyDiving,75,16,0.915663,83
SoccerJuggling,75,16,0.534783,230
SoccerPenalty,75,16,1.0,57
StillRings,75,16,0.686747,83
SumoWrestling,75,16,0.908333,120
Surfing,75,16,0.921053,114
Swing,75,16,0.796875,128
TableTennisShot,75,16,0.93,100
TaiChi,75,16,0.809524,84
TennisSwing,75,16,0.755102,98
ThrowDiscus,75,16,0.912281,57
TrampolineJumping,75,16,0.985612,139
Typing,75,16,0.986577,149
UnevenBars,75,16,0.515625,64
VolleyballSpiking,75,16,0.884615,52
WalkingWithDog,75,16,0.906977,129
WallPushups,75,16,0.877193,57
WritingOnBoard,75,16,1.0,105
YoYo,75,16,0.385321,109
ApplyEyeMakeup,100,16,0.953125,128
ApplyLipstick,100,16,0.946903,113
Archery,100,16,0.866667,105
BabyCrawling,100,16,0.955357,112
BalanceBeam,100,16,0.777778,63
BandMarching,100,16,0.338583,127
BaseballPitch,100,16,0.775862,58
Basketball,100,16,0.90625,64
BasketballDunk,100,16,1.0,33
BenchPress,100,16,1.0,89
Biking,100,16,0.932515,163
Billiards,100,16,0.991379,232
BlowDryHair,100,16,0.555556,99
BlowingCandles,100,16,1.0,49
BodyWeightSquats,100,16,0.603175,63
Bowling,100,16,0.977273,88
BoxingPunchingBag,100,16,0.768362,177
BoxingSpeedBag,100,16,0.449664,149
BreastStroke,100,16,0.908046,87
BrushingTeeth,100,16,0.363636,198
CleanAndJerk,100,16,0.889908,109
CliffDiving,100,16,0.847826,46
CricketBowling,100,16,0.462687,67
CricketShot,100,16,0.492958,71
CuttingInKitchen,100,16,1.0,102
Diving,100,16,1.0,139
Drumming,100,16,0.962025,237
Fencing,100,16,0.986111,72
FieldHockeyPenalty,100,16,0.771429,70
FloorGymnastics,100,16,0.52809,89
FrisbeeCatch,100,16,0.520833,48
FrontCrawl,100,16,0.228346,127
GolfSwing,100,16,0.963636,110
Haircut,100,16,0.709677,62
HammerThrow,100,16,0.547945,146
Hammering,100,16,0.654545,55
HandstandPushups,100,16,0.62963,54
HandstandWalking,100,16,0.52809,89
HeadMassage,100,16,0.87931,174
HighJump,100,16,0.216216,74
HorseRace,100,16,0.940678,118
HorseRiding,100,16,0.993377,151
HulaHoop,100,16,0.859649,57
IceDancing,100,16,0.912195,205
JavelinThrow,100,16,0.759259,54
JugglingBalls,100,16,0.655738,183
JumpRope,100,16,0.592949,312
JumpingJack,100,16,0.820513,39
Kayaking,100,16,0.938596,114
Knitting,100,16,1.0,138
LongJump,100,16,0.486111,72
Lunges,100,16,0.41875,160
MilitaryParade,100,16,1.0,62
Mixing,100,16,1.0,95
MoppingFloor,100,16,0.765217,115
Nunchucks,100,16,0.149068,161
ParallelBars,100,16,0.873563,87
PizzaTossing,100,16,0.576271,59
PlayingCello,100,16,0.888889,153
PlayingDaf,100,16,0.986175,217
PlayingDhol,100,16,0.959044,293
PlayingFlute,100,16,0.990909,220
PlayingGuitar,100,16,1.0,211
PlayingPiano,100,16,0.946429,112
PlayingSitar,100,16,0.826923,260
PlayingTabla,100,16,0.967532,154
PlayingViolin,100,16,0.978723,94
PoleVault,100,16,0.774648,142
PommelHorse,100,16,0.63913,230
PullUps,100,16,0.892308,65
Punch,100,16,0.953216,171
PushUps,100,16,0.97619,42
Rafting,100,16,0.625,96
RockClimbingIndoor,100,16,0.958209,335
RopeClimbing,100,16,0.893204,103
Rowing,100,16,0.867521,234
SalsaSpin,100,16,0.333333,174
ShavingBeard,100,16,0.907692,195
Shotput,100,16,0.322034,59
SkateBoarding,100,16,0.865854,82
Skiing,100,16,0.622754,167
Skijet,100,16,0.864286,140
SkyDiving,100,16,0.963855,83
SoccerJuggling,100,16,0.747826,230
SoccerPenalty,100,16,1.0,57
StillRings,100,16,0.783133,83
SumoWrestling,100,16,0.933333,120
Surfing,100,16,0.912281,114
Swing,100,16,0.859375,128
TableTennisShot,100,16,0.92,100
TaiChi,100,16,0.833333,84
TennisSwing,100,16,0.785714,98
ThrowDiscus,100,16,0.929825,57
TrampolineJumping,100,16,0.992806,139
Typing,100,16,0.993289,149
UnevenBars,100,16,0.6875,64
VolleyballSpiking,100,16,0.903846,52
WalkingWithDog,100,16,0.937984,129
WallPushups,100,16,0.824561,57
WritingOnBoard,100,16,1.0,105
YoYo,100,16,0.66055,109
