class,coverage,stride,accuracy,n_samples
PlayingTabla,50,2,0.993506,154
PlayingViolin,50,2,0.946809,94
PoleVault,50,2,0.676056,142
PommelHorse,50,2,0.913043,230
PullUps,50,2,0.738462,65
Punch,50,2,0.964912,171
PushUps,50,2,0.904762,42
Rafting,50,2,0.614583,96
RockClimbingIndoor,50,2,0.916418,335
RopeClimbing,50,2,0.941748,103
Rowing,50,2,0.991453,234
SalsaSpin,50,2,0.850575,174
ShavingBeard,50,2,0.728205,195
Shotput,50,2,0.40678,59
SkateBoarding,50,2,0.890244,82
Skiing,50,2,0.760479,167
Skijet,50,2,0.992857,140
SkyDiving,50,2,0.963855,83
SoccerJuggling,50,2,0.678261,230
SoccerPenalty,50,2,0.842105,57
StillRings,50,2,0.86747,83
SumoWrestling,50,2,0.916667,120
Surfing,50,2,0.903509,114
Swing,50,2,0.796875,128
TableTennisShot,50,2,1.0,100
TaiChi,50,2,0.785714,84
TennisSwing,50,2,0.959184,98
ThrowDiscus,50,2,0.877193,57
TrampolineJumping,50,2,0.964029,139
Typing,50,2,0.979866,149
UnevenBars,50,2,0.90625,64
VolleyballSpiking,50,2,1.0,52
WalkingWithDog,50,2,0.790698,129
WallPushups,50,2,0.701754,57
WritingOnBoard,50,2,0.990476,105
YoYo,50,2,0.697248,109
ApplyEyeMakeup,75,2,0.945312,128
ApplyLipstick,75,2,0.876106,113
Archery,75,2,0.92381,105
BabyCrawling,75,2,0.955357,112
BalanceBeam,75,2,0.777778,63
BandMarching,75,2,0.692913,127
BaseballPitch,75,2,0.793103,58
Basketball,75,2,0.859375,64
BasketballDunk,75,2,1.0,33
BenchPress,75,2,1.0,89
Biking,75,2,0.944785,163
Billiards,75,2,0.982759,232
BlowDryHair,75,2,0.656566,99
BlowingCandles,75,2,0.938776,49
BodyWeightSquats,75,2,0.555556,63
Bowling,75,2,0.965909,88
BoxingPunchingBag,75,2,0.655367,177
BoxingSpeedBag,75,2,0.657718,149
BreastStroke,75,2,0.954023,87
BrushingTeeth,75,2,0.393939,198
CleanAndJerk,75,2,0.899083,109
CliffDiving,75,2,0.934783,46
CricketBowling,75,2,0.507463,67
CricketShot,75,2,0.521127,71
CuttingInKitchen,75,2,1.0,102
Diving,75,2,0.992806,139
Drumming,75,2,0.983122,237
Fencing,75,2,0.958333,72
FieldHockeyPenalty,75,2,0.857143,70
FloorGymnastics,75,2,0.685393,89
FrisbeeCatch,75,2,0.895833,48
FrontCrawl,75,2,0.141732,127
GolfSwing,75,2,0.963636,110
Haircut,75,2,0.612903,62
HammerThrow,75,2,0.506849,146
Hammering,75,2,0.672727,55
HandstandPushups,75,2,0.777778,54
HandstandWalking,75,2,0.41573,89
HeadMassage,75,2,0.931034,174
HighJump,75,2,0.283784,74
HorseRace,75,2,0.898305,118
HorseRiding,75,2,0.986755,151
HulaHoop,75,2,0.894737,57
IceDancing,75,2,0.936585,205
JavelinThrow,75,2,0.833333,54
JugglingBalls,75,2,0.928962,183
JumpRope,75,2,0.798077,312
JumpingJack,75,2,1.0,39
Kayaking,75,2,0.964912,114
Knitting,75,2,0.985507,138
LongJump,75,2,0.597222,72
Lunges,75,2,0.63125,160
MilitaryParade,75,2,1.0,62
Mixing,75,2,0.894737,95
MoppingFloor,75,2,0.756522,115
Nunchucks,75,2,0.63354,161
ParallelBars,75,2,0.850575,87
PizzaTossing,75,2,0.779661,59
PlayingCello,75,2,0.928105,153
PlayingDaf,75,2,0.986175,217
PlayingDhol,75,2,0.938567,293
PlayingFlute,75,2,0.986364,220
PlayingGuitar,75,2,0.985782,211
PlayingPiano,75,2,0.991071,112
PlayingSitar,75,2,0.926923,260
PlayingTabla,75,2,0.993506,154
PlayingViolin,75,2,0.925532,94
PoleVault,75,2,0.739437,142
PommelHorse,75,2,0.926087,230
PullUps,75,2,0.753846,65
Punch,75,2,0.964912,171
PushUps,75,2,0.904762,42
Rafting,75,2,0.625,96
RockClimbingIndoor,75,2,0.913433,335
RopeClimbing,75,2,0.941748,103
Rowing,75,2,1.0,234
SalsaSpin,75,2,0.896552,174
ShavingBeard,75,2,0.728205,195
Shotput,75,2,0.355932,59
SkateBoarding,75,2,0.902439,82
Skiing,75,2,0.784431,167
Skijet,75,2,1.0,140
SkyDiving,75,2,0.963855,83
SoccerJuggling,75,2,0.752174,230
SoccerPenalty,75,2,0.842105,57
StillRings,75,2,0.819277,83
SumoWrestling,75,2,0.916667,120
Surfing,75,2,0.894737,114
Swing,75,2,0.828125,128
TableTennisShot,75,2,1.0,100
TaiChi,75,2,0.761905,84
TennisSwing,75,2,0.989796,98
ThrowDiscus,75,2,0.894737,57
TrampolineJumping,75,2,0.978417,139
Typing,75,2,0.966443,149
UnevenBars,75,2,0.921875,64
VolleyballSpiking,75,2,1.0,52
WalkingWithDog,75,2,0.813953,129
WallPushups,75,2,0.684211,57
WritingOnBoard,75,2,1.0,105
YoYo,75,2,0.715596,109
ApplyEyeMakeup,100,2,0.953125,128
ApplyLipstick,100,2,0.858407,113
Archery,100,2,0.914286,105
BabyCrawling,100,2,0.973214,112
BalanceBeam,100,2,0.761905,63
BandMarching,100,2,0.677165,127
BaseballPitch,100,2,0.827586,58
Basketball,100,2,0.875,64
BasketballDunk,100,2,1.0,33
BenchPress,100,2,1.0,89
Biking,100,2,0.95092,163
Billiards,100,2,0.982759,232
BlowDryHair,100,2,0.676768,99
BlowingCandles,100,2,0.938776,49
BodyWeightSquats,100,2,0.603175,63
Bowling,100,2,0.965909,88
BoxingPunchingBag,100,2,0.666667,177
BoxingSpeedBag,100,2,0.691275,149
BreastStroke,100,2,0.954023,87
BrushingTeeth,100,2,0.409091,198
CleanAndJerk,100,2,0.908257,109
CliffDiving,100,2,0.978261,46
CricketBowling,100,2,0.462687,67
CricketShot,100,2,0.450704,71
CuttingInKitchen,100,2,1.0,102
Diving,100,2,0.992806,139
Drumming,100,2,0.983122,237
Fencing,100,2,0.958333,72
FieldHockeyPenalty,100,2,0.814286,70
FloorGymnastics,100,2,0.730337,89
FrisbeeCatch,100,2,0.979167,48
FrontCrawl,100,2,0.141732,127
GolfSwing,100,2,0.963636,110
Haircut,100,2,0.645161,62
HammerThrow,100,2,0.506849,146
Hammering,100,2,0.690909,55
HandstandPushups,100,2,0.703704,54
HandstandWalking,100,2,0.426966,89
HeadMassage,100,2,0.931034,174
HighJump,100,2,0.391892,74
HorseRace,100,2,0.915254,118
HorseRiding,100,2,0.993377,151
HulaHoop,100,2,0.912281,57
IceDancing,100,2,0.941463,205
JavelinThrow,100,2,0.777778,54
JugglingBalls,100,2,0.912568,183
JumpRope,100,2,0.775641,312
JumpingJack,100,2,0.974359,39
Kayaking,100,2,0.964912,114
Knitting,100,2,0.992754,138
LongJump,100,2,0.625,72
Lunges,100,2,0.65,160
MilitaryParade,100,2,1.0,62
Mixing,100,2,0.905263,95
MoppingFloor,100,2,0.765217,115
Nunchucks,100,2,0.652174,161
ParallelBars,100,2,0.816092,87
PizzaTossing,100,2,0.847458,59
PlayingCello,100,2,0.895425,153
PlayingDaf,100,2,0.990783,217
PlayingDhol,100,2,0.931741,293
PlayingFlute,100,2,0.977273,220
PlayingGuitar,100,2,0.995261,211
PlayingPiano,100,2,0.991071,112
PlayingSitar,100,2,0.9,260
PlayingTabla,100,2,0.993506,154
PlayingViolin,100,2,0.946809,94
PoleVault,100,2,0.78169,142
PommelHorse,100,2,0.930435,230
PullUps,100,2,0.753846,65
Punch,100,2,0.964912,171
PushUps,100,2,0.904762,42
Rafting,100,2,0.65625,96
RockClimbingIndoor,100,2,0.907463,335
RopeClimbing,100,2,0.92233,103
Rowing,100,2,1.0,234
SalsaSpin,100,2,0.942529,174
ShavingBeard,100,2,0.728205,195
Shotput,100,2,0.305085,59
SkateBoarding,100,2,0.926829,82
Skiing,100,2,0.844311,167
Skijet,100,2,1.0,140
SkyDiving,100,2,0.951807,83
SoccerJuggling,100,2,0.765217,230
SoccerPenalty,100,2,0.842105,57
StillRings,100,2,0.831325,83
SumoWrestling,100,2,0.925,120
Surfing,100,2,0.894737,114
Swing,100,2,0.851562,128
TableTennisShot,100,2,1.0,100
TaiChi,100,2,0.75,84
TennisSwing,100,2,0.938776,98
ThrowDiscus,100,2,0.894737,57
TrampolineJumping,100,2,0.964029,139
Typing,100,2,0.959732,149
UnevenBars,100,2,0.9375,64
VolleyballSpiking,100,2,1.0,52
WalkingWithDog,100,2,0.790698,129
WallPushups,100,2,0.701754,57
WritingOnBoard,100,2,1.0,105
YoYo,100,2,0.715596,109
ApplyEyeMakeup,10,4,0.90625,128
ApplyLipstick,10,4,0.920354,113
Archery,10,4,0.771429,105
BabyCrawling,10,4,0.901786,112
BalanceBeam,10,4,0.761905,63
BandMarching,10,4,0.692913,127
BaseballPitch,10,4,0.741379,58
Basketball,10,4,0.921875,64
BasketballDunk,10,4,0.939394,33
BenchPress,10,4,0.988764,89
Biking,10,4,0.791411,163
Billiards,10,4,0.982759,232
BlowDryHair,10,4,0.494949,99
BlowingCandles,10,4,0.877551,49
BodyWeightSquats,10,4,0.222222,63
Bowling,10,4,0.965909,88
BoxingPunchingBag,10,4,0.40113,177
BoxingSpeedBag,10,4,0.630872,149
BreastStroke,10,4,0.83908,87
BrushingTeeth,10,4,0.19697,198
CleanAndJerk,10,4,0.614679,109
CliffDiving,10,4,0.608696,46
CricketBowling,10,4,0.567164,67
CricketShot,10,4,0.549296,71
CuttingInKitchen,10,4,1.0,102
Diving,10,4,1.0,139
Drumming,10,4,0.890295,237
Fencing,10,4,0.888889,72
FieldHockeyPenalty,10,4,0.928571,70
FloorGymnastics,10,4,0.370787,89
FrisbeeCatch,10,4,0.604167,48
FrontCrawl,10,4,0.283465,127
GolfSwing,10,4,0.9,110
Haircut,10,4,0.629032,62
HammerThrow,10,4,0.575342,146
Hammering,10,4,0.745455,55
HandstandPushups,10,4,0.907407,54
HandstandWalking,10,4,0.157303,89
HeadMassage,10,4,0.844828,174
HighJump,10,4,0.054054,74
HorseRace,10,4,0.813559,118
HorseRiding,10,4,0.907285,151
HulaHoop,10,4,0.842105,57
IceDancing,10,4,0.868293,205
JavelinThrow,10,4,0.574074,54
JugglingBalls,10,4,0.825137,183
JumpRope,10,4,0.740385,312
JumpingJack,10,4,0.589744,39
Kayaking,10,4,0.912281,114
Knitting,10,4,0.963768,138
LongJump,10,4,0.555556,72
Lunges,10,4,0.43125,160
MilitaryParade,10,4,1.0,62
Mixing,10,4,0.852632,95
MoppingFloor,10,4,0.313043,115
Nunchucks,10,4,0.341615,161
ParallelBars,10,4,0.793103,87
PizzaTossing,10,4,0.474576,59
PlayingCello,10,4,0.915033,153
PlayingDaf,10,4,0.967742,217
PlayingDhol,10,4,0.938567,293
PlayingFlute,10,4,0.904545,220
PlayingGuitar,10,4,0.966825,211
PlayingPiano,10,4,1.0,112
PlayingSitar,10,4,0.946154,260
PlayingTabla,10,4,0.980519,154
PlayingViolin,10,4,0.893617,94
PoleVault,10,4,0.56338,142
PommelHorse,10,4,0.843478,230
PullUps,10,4,0.769231,65
Punch,10,4,0.947368,171
PushUps,10,4,0.880952,42
Rafting,10,4,0.75,96
RockClimbingIndoor,10,4,0.949254,335
RopeClimbing,10,4,0.76699,103
Rowing,10,4,0.948718,234
SalsaSpin,10,4,0.373563,174
ShavingBeard,10,4,0.646154,195
Shotput,10,4,0.355932,59
SkateBoarding,10,4,0.609756,82
Skiing,10,4,0.628743,167
Skijet,10,4,0.964286,140
SkyDiving,10,4,0.891566,83
SoccerJuggling,10,4,0.465217,230
SoccerPenalty,10,4,0.947368,57
StillRings,10,4,0.891566,83
SumoWrestling,10,4,0.858333,120
Surfing,10,4,0.921053,114
Swing,10,4,0.546875,128
TableTennisShot,10,4,1.0,100
TaiChi,10,4,0.833333,84
TennisSwing,10,4,0.877551,98
ThrowDiscus,10,4,0.649123,57
TrampolineJumping,10,4,0.856115,139
Typing,10,4,0.966443,149
UnevenBars,10,4,0.84375,64
VolleyballSpiking,10,4,0.903846,52
WalkingWithDog,10,4,0.658915,129
WallPushups,10,4,0.859649,57
WritingOnBoard,10,4,0.990476,105
YoYo,10,4,0.431193,109
ApplyEyeMakeup,25,4,0.90625,128
ApplyLipstick,25,4,0.946903,113
Archery,25,4,0.866667,105
BabyCrawling,25,4,0.928571,112
BalanceBeam,25,4,0.793651,63
BandMarching,25,4,0.692913,127
BaseballPitch,25,4,0.741379,58
Basketball,25,4,0.859375,64
BasketballDunk,25,4,1.0,33
BenchPress,25,4,1.0,89
Biking,25,4,0.828221,163
Billiards,25,4,0.982759,232
BlowDryHair,25,4,0.616162,99
BlowingCandles,25,4,0.897959,49
BodyWeightSquats,25,4,0.301587,63
Bowling,25,4,0.965909,88
BoxingPunchingBag,25,4,0.474576,177
BoxingSpeedBag,25,4,0.624161,149
BreastStroke,25,4,0.885057,87
BrushingTeeth,25,4,0.257576,198
CleanAndJerk,25,4,0.688073,109
CliffDiving,25,4,0.652174,46
CricketBowling,25,4,0.522388,67
CricketShot,25,4,0.56338,71
CuttingInKitchen,25,4,1.0,102
Diving,25,4,1.0,139
Drumming,25,4,0.894515,237
Fencing,25,4,0.916667,72
FieldHockeyPenalty,25,4,0.928571,70
FloorGymnastics,25,4,0.47191,89
FrisbeeCatch,25,4,0.645833,48
FrontCrawl,25,4,0.244094,127
GolfSwing,25,4,0.909091,110
Haircut,25,4,0.612903,62
HammerThrow,25,4,0.575342,146
Hammering,25,4,0.745455,55
HandstandPushups,25,4,0.851852,54
HandstandWalking,25,4,0.247191,89
HeadMassage,25,4,0.856322,174
HighJump,25,4,0.040541,74
HorseRace,25,4,0.830508,118
HorseRiding,25,4,0.933775,151
HulaHoop,25,4,0.894737,57
IceDancing,25,4,0.882927,205
JavelinThrow,25,4,0.648148,54
JugglingBalls,25,4,0.885246,183
JumpRope,25,4,0.759615,312
JumpingJack,25,4,0.666667,39
Kayaking,25,4,0.938596,114
Knitting,25,4,0.978261,138
LongJump,25,4,0.541667,72
Lunges,25,4,0.5125,160
MilitaryParade,25,4,1.0,62
Mixing,25,4,0.873684,95
MoppingFloor,25,4,0.486957,115
Nunchucks,25,4,0.42236,161
ParallelBars,25,4,0.793103,87
PizzaTossing,25,4,0.559322,59
PlayingCello,25,4,0.921569,153
PlayingDaf,25,4,0.981567,217
PlayingDhol,25,4,0.955631,293
PlayingFlute,25,4,0.922727,220
PlayingGuitar,25,4,0.966825,211
PlayingPiano,25,4,0.991071,112
PlayingSitar,25,4,0.95,260
PlayingTabla,25,4,0.993506,154
PlayingViolin,25,4,0.925532,94
PoleVault,25,4,0.605634,142
PommelHorse,25,4,0.878261,230
PullUps,25,4,0.769231,65
Punch,25,4,0.953216,171
PushUps,25,4,0.880952,42
Rafting,25,4,0.729167,96
RockClimbingIndoor,25,4,0.949254,335
RopeClimbing,25,4,0.854369,103
Rowing,25,4,0.970085,234
SalsaSpin,25,4,0.603448,174
ShavingBeard,25,4,0.671795,195
Shotput,25,4,0.372881,59
SkateBoarding,25,4,0.707317,82
Skiing,25,4,0.718563,167
Skijet,25,4,0.971429,140
SkyDiving,25,4,0.903614,83
SoccerJuggling,25,4,0.517391,230
SoccerPenalty,25,4,0.929825,57
StillRings,25,4,0.915663,83
SumoWrestling,25,4,0.883333,120
Surfing,25,4,0.912281,114
Swing,25,4,0.671875,128
TableTennisShot,25,4,1.0,100
TaiChi,25,4,0.845238,84
TennisSwing,25,4,0.918367,98
ThrowDiscus,25,4,0.666667,57
TrampolineJumping,25,4,0.906475,139
Typing,25,4,0.986577,149
UnevenBars,25,4,0.890625,64
VolleyballSpiking,25,4,0.923077,52
WalkingWithDog,25,4,0.689922,129
WallPushups,25,4,0.859649,57
WritingOnBoard,25,4,1.0,105
YoYo,25,4,0.53211,109
ApplyEyeMakeup,50,4,0.929688,128
ApplyLipstick,50,4,0.929204,113
Archery,50,4,0.885714,105
BabyCrawling,50,4,0.955357,112
BalanceBeam,50,4,0.746032,63
BandMarching,50,4,0.708661,127
BaseballPitch,50,4,0.741379,58
Basketball,50,4,0.890625,64
BasketballDunk,50,4,1.0,33
BenchPress,50,4,1.0,89
Biking,50,4,0.889571,163
Billiards,50,4,0.974138,232
BlowDryHair,50,4,0.59596,99
BlowingCandles,50,4,0.918367,49
BodyWeightSquats,50,4,0.380952,63
Bowling,50,4,0.965909,88
BoxingPunchingBag,50,4,0.548023,177
BoxingSpeedBag,50,4,0.644295,149
BreastStroke,50,4,0.942529,87
BrushingTeeth,50,4,0.292929,198
CleanAndJerk,50,4,0.770642,109
CliffDiving,50,4,0.695652,46
CricketBowling,50,4,0.462687,67
CricketShot,50,4,0.56338,71
CuttingInKitchen,50,4,1.0,102
Diving,50,4,1.0,139
Drumming,50,4,0.949367,237
Fencing,50,4,0.916667,72
FieldHockeyPenalty,50,4,0.914286,70
FloorGymnastics,50,4,0.539326,89
FrisbeeCatch,50,4,0.75,48
FrontCrawl,50,4,0.188976,127
GolfSwing,50,4,0.954545,110
Haircut,50,4,0.612903,62
HammerThrow,50,4,0.575342,146
Hammering,50,4,0.745455,55
HandstandPushups,50,4,0.833333,54
HandstandWalking,50,4,0.303371,89
HeadMassage,50,4,0.87931,174
HighJump,50,4,0.094595,74
HorseRace,50,4,0.847458,118
HorseRiding,50,4,0.97351,151
HulaHoop,50,4,0.912281,57
IceDancing,50,4,0.917073,205
JavelinThrow,50,4,0.740741,54
JugglingBalls,50,4,0.928962,183
JumpRope,50,4,0.788462,312
JumpingJack,50,4,0.820513,39
Kayaking,50,4,0.938596,114
Knitting,50,4,0.992754,138
LongJump,50,4,0.527778,72
Lunges,50,4,0.58125,160
MilitaryParade,50,4,1.0,62
Mixing,50,4,0.884211,95
MoppingFloor,50,4,0.591304,115
Nunchucks,50,4,0.459627,161
ParallelBars,50,4,0.83908,87
PizzaTossing,50,4,0.661017,59
PlayingCello,50,4,0.954248,153
PlayingDaf,50,4,0.981567,217
PlayingDhol,50,4,0.948805,293
PlayingFlute,50,4,0.940909,220
PlayingGuitar,50,4,0.981043,211
PlayingPiano,50,4,1.0,112
PlayingSitar,50,4,0.965385,260
PlayingTabla,50,4,1.0,154
PlayingViolin,50,4,0.93617,94
PoleVault,50,4,0.640845,142
PommelHorse,50,4,0.9,230
PullUps,50,4,0.753846,65
Punch,50,4,0.959064,171
PushUps,50,4,0.904762,42
Rafting,50,4,0.677083,96
RockClimbingIndoor,50,4,0.925373,335
RopeClimbing,50,4,0.883495,103
Rowing,50,4,0.987179,234
SalsaSpin,50,4,0.724138,174
ShavingBeard,50,4,0.728205,195
Shotput,50,4,0.372881,59
SkateBoarding,50,4,0.743902,82
Skiing,50,4,0.730539,167
Skijet,50,4,0.985714,140
SkyDiving,50,4,0.951807,83
SoccerJuggling,50,4,0.552174,230
SoccerPenalty,50,4,0.877193,57
StillRings,50,4,0.903614,83
SumoWrestling,50,4,0.916667,120
Surfing,50,4,0.903509,114
Swing,50,4,0.78125,128
TableTennisShot,50,4,1.0,100
TaiChi,50,4,0.821429,84
TennisSwing,50,4,0.928571,98
ThrowDiscus,50,4,0.824561,57
TrampolineJumping,50,4,0.942446,139
Typing,50,4,0.966443,149
UnevenBars,50,4,0.890625,64
VolleyballSpiking,50,4,0.961538,52
WalkingWithDog,50,4,0.751938,129
WallPushups,50,4,0.807018,57
WritingOnBoard,50,4,0.990476,105
YoYo,50,4,0.550459,109
ApplyEyeMakeup,75,4,0.9375,128
ApplyLipstick,75,4,0.867257,113
Archery,75,4,0.914286,105
BabyCrawling,75,4,0.982143,112
BalanceBeam,75,4,0.761905,63
BandMarching,75,4,0.700787,127
BaseballPitch,75,4,0.810345,58
Basketball,75,4,0.859375,64
BasketballDunk,75,4,1.0,33
BenchPress,75,4,1.0,89
Biking,75,4,0.93865,163
Billiards,75,4,0.974138,232
BlowDryHair,75,4,0.666667,99
BlowingCandles,75,4,0.959184,49
BodyWeightSquats,75,4,0.571429,63
Bowling,75,4,0.965909,88
BoxingPunchingBag,75,4,0.655367,177
BoxingSpeedBag,75,4,0.677852,149
BreastStroke,75,4,0.954023,87
BrushingTeeth,75,4,0.40404,198
CleanAndJerk,75,4,0.908257,109
CliffDiving,75,4,0.934783,46
CricketBowling,75,4,0.522388,67
CricketShot,75,4,0.492958,71
CuttingInKitchen,75,4,1.0,102
Diving,75,4,0.992806,139
Drumming,75,4,0.983122,237
Fencing,75,4,0.944444,72
FieldHockeyPenalty,75,4,0.857143,70
FloorGymnastics,75,4,0.696629,89
FrisbeeCatch,75,4,0.875,48
FrontCrawl,75,4,0.141732,127
GolfSwing,75,4,0.963636,110
Haircut,75,4,0.629032,62
HammerThrow,75,4,0.534247,146
Hammering,75,4,0.672727,55
HandstandPushups,75,4,0.777778,54
HandstandWalking,75,4,0.404494,89
HeadMassage,75,4,0.948276,174
HighJump,75,4,0.256757,74
HorseRace,75,4,0.898305,118
HorseRiding,75,4,0.980132,151
HulaHoop,75,4,0.894737,57
IceDancing,75,4,0.926829,205
JavelinThrow,75,4,0.777778,54
JugglingBalls,75,4,0.934426,183
JumpRope,75,4,0.794872,312
JumpingJack,75,4,0.974359,39
Kayaking,75,4,0.947368,114
Knitting,75,4,0.985507,138
LongJump,75,4,0.583333,72
Lunges,75,4,0.65625,160
MilitaryParade,75,4,1.0,62
Mixing,75,4,0.894737,95
MoppingFloor,75,4,0.765217,115
Nunchucks,75,4,0.627329,161
ParallelBars,75,4,0.850575,87
PizzaTossing,75,4,0.779661,59
PlayingCello,75,4,0.947712,153
PlayingDaf,75,4,0.986175,217
PlayingDhol,75,4,0.938567,293
PlayingFlute,75,4,0.986364,220
PlayingGuitar,75,4,0.985782,211
PlayingPiano,75,4,0.991071,112
PlayingSitar,75,4,0.919231,260
PlayingTabla,75,4,0.993506,154
PlayingViolin,75,4,0.946809,94
PoleVault,75,4,0.746479,142
PommelHorse,75,4,0.913043,230
PullUps,75,4,0.753846,65
Punch,75,4,0.964912,171
PushUps,75,4,0.904762,42
Rafting,75,4,0.645833,96
RockClimbingIndoor,75,4,0.916418,335
RopeClimbing,75,4,0.941748,103
Rowing,75,4,1.0,234
SalsaSpin,75,4,0.896552,174
ShavingBeard,75,4,0.712821,195
Shotput,75,4,0.389831,59
SkateBoarding,75,4,0.914634,82
Skiing,75,4,0.784431,167
Skijet,75,4,0.992857,140
SkyDiving,75,4,0.963855,83
SoccerJuggling,75,4,0.734783,230
SoccerPenalty,75,4,0.842105,57
StillRings,75,4,0.819277,83
SumoWrestling,75,4,0.925,120
Surfing,75,4,0.894737,114
Swing,75,4,0.828125,128
TableTennisShot,75,4,1.0,100
TaiChi,75,4,0.797619,84
TennisSwing,75,4,0.979592,98
ThrowDiscus,75,4,0.912281,57
TrampolineJumping,75,4,0.971223,139
Typing,75,4,0.959732,149
UnevenBars,75,4,0.921875,64
VolleyballSpiking,75,4,1.0,52
WalkingWithDog,75,4,0.790698,129
WallPushups,75,4,0.719298,57
WritingOnBoard,75,4,1.0,105
YoYo,75,4,0.715596,109
ApplyEyeMakeup,100,4,0.953125,128
ApplyLipstick,100,4,0.858407,113
Archery,100,4,0.933333,105
BabyCrawling,100,4,0.973214,112
BalanceBeam,100,4,0.777778,63
BandMarching,100,4,0.708661,127
BaseballPitch,100,4,0.827586,58
Basketball,100,4,0.859375,64
BasketballDunk,100,4,1.0,33
BenchPress,100,4,1.0,89
Biking,100,4,0.95092,163
Billiards,100,4,0.982759,232
BlowDryHair,100,4,0.656566,99
BlowingCandles,100,4,0.959184,49
BodyWeightSquats,100,4,0.650794,63
Bowling,100,4,0.965909,88
BoxingPunchingBag,100,4,0.666667,177
BoxingSpeedBag,100,4,0.671141,149
BreastStroke,100,4,0.965517,87
BrushingTeeth,100,4,0.409091,198
CleanAndJerk,100,4,0.889908,109
CliffDiving,100,4,0.978261,46
CricketBowling,100,4,0.432836,67
CricketShot,100,4,0.43662,71
CuttingInKitchen,100,4,1.0,102
Diving,100,4,1.0,139
Drumming,100,4,0.987342,237
Fencing,100,4,0.944444,72
FieldHockeyPenalty,100,4,0.814286,70
FloorGymnastics,100,4,0.730337,89
FrisbeeCatch,100,4,0.9375,48
FrontCrawl,100,4,0.125984,127
GolfSwing,100,4,0.972727,110
Haircut,100,4,0.629032,62
HammerThrow,100,4,0.5,146
Hammering,100,4,0.672727,55
HandstandPushups,100,4,0.722222,54
HandstandWalking,100,4,0.41573,89
HeadMassage,100,4,0.954023,174
HighJump,100,4,0.405405,74
HorseRace,100,4,0.90678,118
HorseRiding,100,4,0.986755,151
HulaHoop,100,4,0.894737,57
IceDancing,100,4,0.946341,205
JavelinThrow,100,4,0.814815,54
JugglingBalls,100,4,0.928962,183
JumpRope,100,4,0.769231,312
JumpingJack,100,4,1.0,39
Kayaking,100,4,0.95614,114
Knitting,100,4,0.985507,138
LongJump,100,4,0.625,72
Lunges,100,4,0.6875,160
MilitaryParade,100,4,1.0,62
Mixing,100,4,0.894737,95
MoppingFloor,100,4,0.756522,115
Nunchucks,100,4,0.608696,161
ParallelBars,100,4,0.827586,87
PizzaTossing,100,4,0.847458,59
PlayingCello,100,4,0.901961,153
PlayingDaf,100,4,0.995392,217
PlayingDhol,100,4,0.931741,293
PlayingFlute,100,4,0.981818,220
PlayingGuitar,100,4,0.995261,211
PlayingPiano,100,4,0.991071,112
PlayingSitar,100,4,0.9,260
PlayingTabla,100,4,0.993506,154
PlayingViolin,100,4,0.957447,94
PoleVault,100,4,0.788732,142
PommelHorse,100,4,0.930435,230
PullUps,100,4,0.707692,65
Punch,100,4,0.964912,171
PushUps,100,4,0.928571,42
Rafting,100,4,0.666667,96
RockClimbingIndoor,100,4,0.904478,335
RopeClimbing,100,4,0.932039,103
Rowing,100,4,1.0,234
SalsaSpin,100,4,0.931034,174
ShavingBeard,100,4,0.728205,195
Shotput,100,4,0.305085,59
SkateBoarding,100,4,0.926829,82
Skiing,100,4,0.826347,167
Skijet,100,4,1.0,140
SkyDiving,100,4,0.963855,83
SoccerJuggling,100,4,0.752174,230
SoccerPenalty,100,4,0.842105,57
StillRings,100,4,0.819277,83
SumoWrestling,100,4,0.925,120
Surfing,100,4,0.894737,114
Swing,100,4,0.828125,128
TableTennisShot,100,4,1.0,100
TaiChi,100,4,0.75,84
TennisSwing,100,4,0.969388,98
ThrowDiscus,100,4,0.894737,57
TrampolineJumping,100,4,0.964029,139
Typing,100,4,0.966443,149
UnevenBars,100,4,0.9375,64
VolleyballSpiking,100,4,1.0,52
WalkingWithDog,100,4,0.79845,129
WallPushups,100,4,0.701754,57
WritingOnBoard,100,4,1.0,105
YoYo,100,4,0.733945,109
ApplyEyeMakeup,10,8,0.890625,128
ApplyLipstick,10,8,0.911504,113
Archery,10,8,0.638095,105
BabyCrawling,10,8,0.8125,112
BalanceBeam,10,8,0.714286,63
BandMarching,10,8,0.606299,127
BaseballPitch,10,8,0.724138,58
Basketball,10,8,0.890625,64
BasketballDunk,10,8,0.848485,33
BenchPress,10,8,0.977528,89
Biking,10,8,0.650307,163
Billiards,10,8,0.978448,232
BlowDryHair,10,8,0.353535,99
BlowingCandles,10,8,0.795918,49
BodyWeightSquats,10,8,0.095238,63
Bowling,10,8,0.954545,88
BoxingPunchingBag,10,8,0.265537,177
BoxingSpeedBag,10,8,0.469799,149
BreastStroke,10,8,0.793103,87
BrushingTeeth,10,8,0.161616,198
CleanAndJerk,10,8,0.504587,109
CliffDiving,10,8,0.565217,46
CricketBowling,10,8,0.58209,67
CricketShot,10,8,0.478873,71
CuttingInKitchen,10,8,1.0,102
Diving,10,8,1.0,139
Drumming,10,8,0.873418,237
Fencing,10,8,0.861111,72
FieldHockeyPenalty,10,8,0.928571,70
FloorGymnastics,10,8,0.247191,89
FrisbeeCatch,10,8,0.4375,48
FrontCrawl,10,8,0.275591,127
GolfSwing,10,8,0.881818,110
