class,coverage,stride,accuracy,n_samples
Haircut,10,8,0.532258,62
HammerThrow,10,8,0.541096,146
Hammering,10,8,0.763636,55
HandstandPushups,10,8,0.851852,54
HandstandWalking,10,8,0.05618,89
HeadMassage,10,8,0.712644,174
HighJump,10,8,0.0,74
HorseRace,10,8,0.788136,118
HorseRiding,10,8,0.807947,151
HulaHoop,10,8,0.578947,57
IceDancing,10,8,0.697561,205
JavelinThrow,10,8,0.407407,54
JugglingBalls,10,8,0.655738,183
JumpRope,10,8,0.621795,312
JumpingJack,10,8,0.410256,39
Kayaking,10,8,0.877193,114
Knitting,10,8,0.927536,138
LongJump,10,8,0.444444,72
Lunges,10,8,0.31875,160
MilitaryParade,10,8,1.0,62
Mixing,10,8,0.831579,95
MoppingFloor,10,8,0.095652,115
Nunchucks,10,8,0.149068,161
ParallelBars,10,8,0.747126,87
PizzaTossing,10,8,0.271186,59
PlayingCello,10,8,0.882353,153
PlayingDaf,10,8,0.9447,217
PlayingDhol,10,8,0.894198,293
PlayingFlute,10,8,0.868182,220
PlayingGuitar,10,8,0.966825,211
PlayingPiano,10,8,1.0,112
PlayingSitar,10,8,0.934615,260
PlayingTabla,10,8,0.967532,154
PlayingViolin,10,8,0.819149,94
PoleVault,10,8,0.521127,142
PommelHorse,10,8,0.778261,230
PullUps,10,8,0.707692,65
Punch,10,8,0.906433,171
PushUps,10,8,0.857143,42
Rafting,10,8,0.697917,96
RockClimbingIndoor,10,8,0.910448,335
RopeClimbing,10,8,0.553398,103
Rowing,10,8,0.893162,234
SalsaSpin,10,8,0.183908,174
ShavingBeard,10,8,0.620513,195
Shotput,10,8,0.372881,59
SkateBoarding,10,8,0.487805,82
Skiing,10,8,0.598802,167
Skijet,10,8,0.835714,140
SkyDiving,10,8,0.807229,83
SoccerJuggling,10,8,0.295652,230
SoccerPenalty,10,8,0.929825,57
StillRings,10,8,0.879518,83
SumoWrestling,10,8,0.791667,120
Surfing,10,8,0.912281,114
Swing,10,8,0.265625,128
TableTennisShot,10,8,1.0,100
TaiChi,10,8,0.785714,84
TennisSwing,10,8,0.806122,98
ThrowDiscus,10,8,0.578947,57
TrampolineJumping,10,8,0.776978,139
Typing,10,8,0.959732,149
UnevenBars,10,8,0.796875,64
VolleyballSpiking,10,8,0.865385,52
WalkingWithDog,10,8,0.589147,129
WallPushups,10,8,0.859649,57
WritingOnBoard,10,8,0.990476,105
YoYo,10,8,0.165138,109
ApplyEyeMakeup,25,8,0.90625,128
ApplyLipstick,25,8,0.929204,113
Archery,25,8,0.857143,105
BabyCrawling,25,8,0.946429,112
BalanceBeam,25,8,0.746032,63
BandMarching,25,8,0.692913,127
BaseballPitch,25,8,0.758621,58
Basketball,25,8,0.90625,64
BasketballDunk,25,8,0.969697,33
BenchPress,25,8,1.0,89
Biking,25,8,0.803681,163
Billiards,25,8,0.982759,232
BlowDryHair,25,8,0.545455,99
BlowingCandles,25,8,0.897959,49
BodyWeightSquats,25,8,0.285714,63
Bowling,25,8,0.965909,88
BoxingPunchingBag,25,8,0.468927,177
BoxingSpeedBag,25,8,0.610738,149
BreastStroke,25,8,0.908046,87
BrushingTeeth,25,8,0.237374,198
CleanAndJerk,25,8,0.706422,109
CliffDiving,25,8,0.652174,46
CricketBowling,25,8,0.522388,67
CricketShot,25,8,0.549296,71
CuttingInKitchen,25,8,1.0,102
Diving,25,8,1.0,139
Drumming,25,8,0.877637,237
Fencing,25,8,0.916667,72
FieldHockeyPenalty,25,8,0.928571,70
FloorGymnastics,25,8,0.382022,89
FrisbeeCatch,25,8,0.625,48
FrontCrawl,25,8,0.244094,127
GolfSwing,25,8,0.909091,110
Haircut,25,8,0.629032,62
HammerThrow,25,8,0.582192,146
Hammering,25,8,0.763636,55
HandstandPushups,25,8,0.851852,54
HandstandWalking,25,8,0.235955,89
HeadMassage,25,8,0.850575,174
HighJump,25,8,0.040541,74
HorseRace,25,8,0.822034,118
HorseRiding,25,8,0.940397,151
HulaHoop,25,8,0.859649,57
IceDancing,25,8,0.843902,205
JavelinThrow,25,8,0.555556,54
JugglingBalls,25,8,0.825137,183
JumpRope,25,8,0.762821,312
JumpingJack,25,8,0.641026,39
Kayaking,25,8,0.921053,114
Knitting,25,8,0.978261,138
LongJump,25,8,0.569444,72
Lunges,25,8,0.48125,160
MilitaryParade,25,8,1.0,62
Mixing,25,8,0.842105,95
MoppingFloor,25,8,0.478261,115
Nunchucks,25,8,0.372671,161
ParallelBars,25,8,0.816092,87
PizzaTossing,25,8,0.559322,59
PlayingCello,25,8,0.908497,153
PlayingDaf,25,8,0.976959,217
PlayingDhol,25,8,0.938567,293
PlayingFlute,25,8,0.918182,220
PlayingGuitar,25,8,0.976303,211
PlayingPiano,25,8,0.991071,112
PlayingSitar,25,8,0.946154,260
PlayingTabla,25,8,0.980519,154
PlayingViolin,25,8,0.893617,94
PoleVault,25,8,0.612676,142
PommelHorse,25,8,0.852174,230
PullUps,25,8,0.738462,65
Punch,25,8,0.953216,171
PushUps,25,8,0.904762,42
Rafting,25,8,0.760417,96
RockClimbingIndoor,25,8,0.943284,335
RopeClimbing,25,8,0.825243,103
Rowing,25,8,0.965812,234
SalsaSpin,25,8,0.477011,174
ShavingBeard,25,8,0.666667,195
Shotput,25,8,0.372881,59
SkateBoarding,25,8,0.670732,82
Skiing,25,8,0.700599,167
Skijet,25,8,0.971429,140
SkyDiving,25,8,0.891566,83
SoccerJuggling,25,8,0.482609,230
SoccerPenalty,25,8,0.929825,57
StillRings,25,8,0.915663,83
SumoWrestling,25,8,0.866667,120
Surfing,25,8,0.921053,114
Swing,25,8,0.625,128
TableTennisShot,25,8,1.0,100
TaiChi,25,8,0.857143,84
TennisSwing,25,8,0.897959,98
ThrowDiscus,25,8,0.736842,57
TrampolineJumping,25,8,0.870504,139
Typing,25,8,0.979866,149
UnevenBars,25,8,0.859375,64
VolleyballSpiking,25,8,0.903846,52
WalkingWithDog,25,8,0.705426,129
WallPushups,25,8,0.877193,57
WritingOnBoard,25,8,1.0,105
YoYo,25,8,0.40367,109
ApplyEyeMakeup,50,8,0.929688,128
ApplyLipstick,50,8,0.920354,113
Archery,50,8,0.895238,105
BabyCrawling,50,8,0.955357,112
BalanceBeam,50,8,0.761905,63
BandMarching,50,8,0.692913,127
BaseballPitch,50,8,0.758621,58
Basketball,50,8,0.890625,64
BasketballDunk,50,8,1.0,33
BenchPress,50,8,1.0,89
Biking,50,8,0.877301,163
Billiards,50,8,0.982759,232
BlowDryHair,50,8,0.616162,99
BlowingCandles,50,8,0.918367,49
BodyWeightSquats,50,8,0.412698,63
Bowling,50,8,0.965909,88
BoxingPunchingBag,50,8,0.553672,177
BoxingSpeedBag,50,8,0.624161,149
BreastStroke,50,8,0.931034,87
BrushingTeeth,50,8,0.308081,198
CleanAndJerk,50,8,0.798165,109
CliffDiving,50,8,0.695652,46
CricketBowling,50,8,0.492537,67
CricketShot,50,8,0.577465,71
CuttingInKitchen,50,8,1.0,102
Diving,50,8,1.0,139
Drumming,50,8,0.940928,237
Fencing,50,8,0.944444,72
FieldHockeyPenalty,50,8,0.928571,70
FloorGymnastics,50,8,0.550562,89
FrisbeeCatch,50,8,0.729167,48
FrontCrawl,50,8,0.165354,127
GolfSwing,50,8,0.954545,110
Haircut,50,8,0.645161,62
HammerThrow,50,8,0.561644,146
Hammering,50,8,0.709091,55
HandstandPushups,50,8,0.87037,54
HandstandWalking,50,8,0.235955,89
HeadMassage,50,8,0.87931,174
HighJump,50,8,0.121622,74
HorseRace,50,8,0.855932,118
HorseRiding,50,8,0.966887,151
HulaHoop,50,8,0.824561,57
IceDancing,50,8,0.887805,205
JavelinThrow,50,8,0.685185,54
JugglingBalls,50,8,0.923497,183
JumpRope,50,8,0.778846,312
JumpingJack,50,8,0.74359,39
Kayaking,50,8,0.95614,114
Knitting,50,8,0.978261,138
LongJump,50,8,0.527778,72
Lunges,50,8,0.5875,160
MilitaryParade,50,8,1.0,62
Mixing,50,8,0.873684,95
MoppingFloor,50,8,0.634783,115
Nunchucks,50,8,0.490683,161
ParallelBars,50,8,0.816092,87
PizzaTossing,50,8,0.644068,59
PlayingCello,50,8,0.934641,153
PlayingDaf,50,8,0.976959,217
PlayingDhol,50,8,0.94198,293
PlayingFlute,50,8,0.95,220
PlayingGuitar,50,8,0.981043,211
PlayingPiano,50,8,1.0,112
PlayingSitar,50,8,0.957692,260
PlayingTabla,50,8,0.987013,154
PlayingViolin,50,8,0.914894,94
PoleVault,50,8,0.65493,142
PommelHorse,50,8,0.917391,230
PullUps,50,8,0.738462,65
Punch,50,8,0.959064,171
PushUps,50,8,0.904762,42
Rafting,50,8,0.729167,96
RockClimbingIndoor,50,8,0.937313,335
RopeClimbing,50,8,0.883495,103
Rowing,50,8,0.991453,234
SalsaSpin,50,8,0.752874,174
ShavingBeard,50,8,0.733333,195
Shotput,50,8,0.389831,59
SkateBoarding,50,8,0.804878,82
Skiing,50,8,0.736527,167
Skijet,50,8,0.964286,140
SkyDiving,50,8,0.963855,83
SoccerJuggling,50,8,0.56087,230
SoccerPenalty,50,8,0.877193,57
StillRings,50,8,0.927711,83
SumoWrestling,50,8,0.9,120
Surfing,50,8,0.912281,114
Swing,50,8,0.757812,128
TableTennisShot,50,8,1.0,100
TaiChi,50,8,0.845238,84
TennisSwing,50,8,0.908163,98
ThrowDiscus,50,8,0.77193,57
TrampolineJumping,50,8,0.94964,139
Typing,50,8,0.966443,149
UnevenBars,50,8,0.875,64
VolleyballSpiking,50,8,0.980769,52
WalkingWithDog,50,8,0.744186,129
WallPushups,50,8,0.736842,57
WritingOnBoard,50,8,1.0,105
YoYo,50,8,0.541284,109
ApplyEyeMakeup,75,8,0.9375,128
ApplyLipstick,75,8,0.867257,113
Archery,75,8,0.914286,105
BabyCrawling,75,8,0.955357,112
BalanceBeam,75,8,0.730159,63
BandMarching,75,8,0.700787,127
BaseballPitch,75,8,0.793103,58
Basketball,75,8,0.90625,64
BasketballDunk,75,8,1.0,33
BenchPress,75,8,1.0,89
Biking,75,8,0.91411,163
Billiards,75,8,0.978448,232
BlowDryHair,75,8,0.636364,99
BlowingCandles,75,8,0.938776,49
BodyWeightSquats,75,8,0.507937,63
Bowling,75,8,0.965909,88
BoxingPunchingBag,75,8,0.644068,177
BoxingSpeedBag,75,8,0.637584,149
BreastStroke,75,8,0.942529,87
BrushingTeeth,75,8,0.348485,198
CleanAndJerk,75,8,0.889908,109
CliffDiving,75,8,0.73913,46
CricketBowling,75,8,0.522388,67
CricketShot,75,8,0.507042,71
CuttingInKitchen,75,8,1.0,102
Diving,75,8,1.0,139
Drumming,75,8,0.974684,237
Fencing,75,8,0.944444,72
FieldHockeyPenalty,75,8,0.885714,70
FloorGymnastics,75,8,0.617978,89
FrisbeeCatch,75,8,0.854167,48
FrontCrawl,75,8,0.15748,127
GolfSwing,75,8,0.918182,110
Haircut,75,8,0.66129,62
HammerThrow,75,8,0.534247,146
Hammering,75,8,0.709091,55
HandstandPushups,75,8,0.851852,54
HandstandWalking,75,8,0.337079,89
HeadMassage,75,8,0.913793,174
HighJump,75,8,0.189189,74
HorseRace,75,8,0.872881,118
HorseRiding,75,8,0.966887,151
HulaHoop,75,8,0.912281,57
IceDancing,75,8,0.912195,205
JavelinThrow,75,8,0.796296,54
JugglingBalls,75,8,0.945355,183
JumpRope,75,8,0.788462,312
JumpingJack,75,8,0.897436,39
Kayaking,75,8,0.947368,114
Knitting,75,8,0.978261,138
LongJump,75,8,0.541667,72
Lunges,75,8,0.6125,160
MilitaryParade,75,8,1.0,62
Mixing,75,8,0.884211,95
MoppingFloor,75,8,0.695652,115
Nunchucks,75,8,0.602484,161
ParallelBars,75,8,0.83908,87
PizzaTossing,75,8,0.711864,59
PlayingCello,75,8,0.941176,153
PlayingDaf,75,8,0.976959,217
PlayingDhol,75,8,0.924915,293
PlayingFlute,75,8,0.968182,220
PlayingGuitar,75,8,0.976303,211
PlayingPiano,75,8,0.991071,112
PlayingSitar,75,8,0.934615,260
PlayingTabla,75,8,0.987013,154
PlayingViolin,75,8,0.93617,94
PoleVault,75,8,0.725352,142
PommelHorse,75,8,0.930435,230
PullUps,75,8,0.769231,65
Punch,75,8,0.959064,171
PushUps,75,8,0.904762,42
Rafting,75,8,0.677083,96
RockClimbingIndoor,75,8,0.916418,335
RopeClimbing,75,8,0.932039,103
Rowing,75,8,0.991453,234
SalsaSpin,75,8,0.827586,174
ShavingBeard,75,8,0.728205,195
Shotput,75,8,0.40678,59
SkateBoarding,75,8,0.829268,82
Skiing,75,8,0.796407,167
Skijet,75,8,0.985714,140
SkyDiving,75,8,0.963855,83
SoccerJuggling,75,8,0.634783,230
SoccerPenalty,75,8,0.842105,57
StillRings,75,8,0.855422,83
SumoWrestling,75,8,0.925,120
Surfing,75,8,0.912281,114
Swing,75,8,0.804688,128
TableTennisShot,75,8,1.0,100
TaiChi,75,8,0.785714,84
TennisSwing,75,8,0.94898,98
ThrowDiscus,75,8,0.824561,57
TrampolineJumping,75,8,0.94964,139
Typing,75,8,0.966443,149
UnevenBars,75,8,0.921875,64
VolleyballSpiking,75,8,1.0,52
WalkingWithDog,75,8,0.782946,129
WallPushups,75,8,0.701754,57
WritingOnBoard,75,8,0.990476,105
YoYo,75,8,0.66055,109
ApplyEyeMakeup,100,8,0.9375,128
ApplyLipstick,100,8,0.867257,113
Archery,100,8,0.914286,105
BabyCrawling,100,8,0.955357,112
BalanceBeam,100,8,0.730159,63
BandMarching,100,8,0.700787,127
BaseballPitch,100,8,0.793103,58
Basketball,100,8,0.90625,64
BasketballDunk,100,8,1.0,33
BenchPress,100,8,1.0,89
Biking,100,8,0.91411,163
Billiards,100,8,0.978448,232
BlowDryHair,100,8,0.636364,99
BlowingCandles,100,8,0.938776,49
BodyWeightSquats,100,8,0.507937,63
Bowling,100,8,0.965909,88
BoxingPunchingBag,100,8,0.644068,177
BoxingSpeedBag,100,8,0.637584,149
BreastStroke,100,8,0.942529,87
BrushingTeeth,100,8,0.348485,198
CleanAndJerk,100,8,0.889908,109
CliffDiving,100,8,0.73913,46
CricketBowling,100,8,0.522388,67
CricketShot,100,8,0.507042,71
CuttingInKitchen,100,8,1.0,102
Diving,100,8,1.0,139
Drumming,100,8,0.974684,237
Fencing,100,8,0.944444,72
FieldHockeyPenalty,100,8,0.885714,70
FloorGymnastics,100,8,0.617978,89
FrisbeeCatch,100,8,0.854167,48
FrontCrawl,100,8,0.15748,127
GolfSwing,100,8,0.918182,110
Haircut,100,8,0.66129,62
HammerThrow,100,8,0.534247,146
Hammering,100,8,0.709091,55
HandstandPushups,100,8,0.851852,54
HandstandWalking,100,8,0.337079,89
HeadMassage,100,8,0.913793,174
HighJump,100,8,0.189189,74
HorseRace,100,8,0.872881,118
HorseRiding,100,8,0.966887,151
HulaHoop,100,8,0.912281,57
IceDancing,100,8,0.912195,205
JavelinThrow,100,8,0.796296,54
JugglingBalls,100,8,0.945355,183
JumpRope,100,8,0.788462,312
JumpingJack,100,8,0.897436,39
Kayaking,100,8,0.947368,114
Knitting,100,8,0.978261,138
LongJump,100,8,0.541667,72
Lunges,100,8,0.6125,160
MilitaryParade,100,8,1.0,62
Mixing,100,8,0.884211,95
MoppingFloor,100,8,0.695652,115
Nunchucks,100,8,0.602484,161
ParallelBars,100,8,0.83908,87
PizzaTossing,100,8,0.711864,59
PlayingCello,100,8,0.941176,153
PlayingDaf,100,8,0.976959,217
PlayingDhol,100,8,0.924915,293
PlayingFlute,100,8,0.968182,220
PlayingGuitar,100,8,0.976303,211
PlayingPiano,100,8,0.991071,112
PlayingSitar,100,8,0.934615,260
PlayingTabla,100,8,0.987013,154
PlayingViolin,100,8,0.93617,94
PoleVault,100,8,0.725352,142
PommelHorse,100,8,0.930435,230
PullUps,100,8,0.769231,65
Punch,100,8,0.959064,171
PushUps,100,8,0.904762,42
Rafting,100,8,0.677083,96
RockClimbingIndoor,100,8,0.916418,335
RopeClimbing,100,8,0.932039,103
Rowing,100,8,0.991453,234
SalsaSpin,100,8,0.827586,174
ShavingBeard,100,8,0.728205,195
Shotput,100,8,0.40678,59
SkateBoarding,100,8,0.829268,82
Skiing,100,8,0.796407,167
Skijet,100,8,0.985714,140
SkyDiving,100,8,0.963855,83
SoccerJuggling,100,8,0.634783,230
SoccerPenalty,100,8,0.842105,57
StillRings,100,8,0.855422,83
SumoWrestling,100,8,0.925,120
Surfing,100,8,0.912281,114
Swing,100,8,0.804688,128
TableTennisShot,100,8,1.0,100
TaiChi,100,8,0.785714,84
TennisSwing,100,8,0.94898,98
ThrowDiscus,100,8,0.824561,57
TrampolineJumping,100,8,0.94964,139
Typing,100,8,0.966443,149
UnevenBars,100,8,0.921875,64
VolleyballSpiking,100,8,1.0,52
WalkingWithDog,100,8,0.782946,129
WallPushups,100,8,0.701754,57
WritingOnBoard,100,8,0.990476,105
YoYo,100,8,0.66055,109
ApplyEyeMakeup,10,16,0.890625,128
ApplyLipstick,10,16,0.911504,113
Archery,10,16,0.638095,105
BabyCrawling,10,16,0.8125,112
BalanceBeam,10,16,0.714286,63
BandMarching,10,16,0.606299,127
BaseballPitch,10,16,0.724138,58
Basketball,10,16,0.890625,64
BasketballDunk,10,16,0.848485,33
BenchPress,10,16,0.977528,89
Biking,10,16,0.650307,163
Billiards,10,16,0.978448,232
BlowDryHair,10,16,0.353535,99
BlowingCandles,10,16,0.795918,49
BodyWeightSquats,10,16,0.095238,63
Bowling,10,16,0.954545,88
BoxingPunchingBag,10,16,0.265537,177
BoxingSpeedBag,10,16,0.469799,149
BreastStroke,10,16,0.793103,87
BrushingTeeth,10,16,0.161616,198
CleanAndJerk,10,16,0.504587,109
CliffDiving,10,16,0.565217,46
CricketBowling,10,16,0.58209,67
CricketShot,10,16,0.478873,71
CuttingInKitchen,10,16,1.0,102
Diving,10,16,1.0,139
Drumming,10,16,0.873418,237
Fencing,10,16,0.861111,72
FieldHockeyPenalty,10,16,0.928571,70
FloorGymnastics,10,16,0.247191,89
FrisbeeCatch,10,16,0.4375,48
FrontCrawl,10,16,0.275591,127
GolfSwing,10,16,0.881818,110
Haircut,10,16,0.532258,62
HammerThrow,10,16,0.541096,146
Hammering,10,16,0.763636,55
HandstandPushups,10,16,0.851852,54
HandstandWalking,10,16,0.05618,89
HeadMassage,10,16,0.712644,174
HighJump,10,16,0.0,74
HorseRace,10,16,0.788136,118
HorseRiding,10,16,0.807947,151
HulaHoop,10,16,0.578947,57
IceDancing,10,16,0.697561,205
JavelinThrow,10,16,0.407407,54
JugglingBalls,10,16,0.655738,183
JumpRope,10,16,0.621795,312
JumpingJack,10,16,0.410256,39
Kayaking,10,16,0.877193,114
Knitting,10,16,0.927536,138
LongJump,10,16,0.444444,72
Lunges,10,16,0.31875,160
MilitaryParade,10,16,1.0,62
Mixing,10,16,0.831579,95
MoppingFloor,10,16,0.095652,115
Nunchucks,10,16,0.149068,161
ParallelBars,10,16,0.747126,87
PizzaTossing,10,16,0.271186,59
PlayingCello,10,16,0.882353,153
PlayingDaf,10,16,0.9447,217
PlayingDhol,10,16,0.894198,293
PlayingFlute,10,16,0.868182,220
PlayingGuitar,10,16,0.966825,211
PlayingPiano,10,16,1.0,112
PlayingSitar,10,16,0.934615,260
PlayingTabla,10,16,0.967532,154
PlayingViolin,10,16,0.819149,94
PoleVault,10,16,0.521127,142
PommelHorse,10,16,0.778261,230
PullUps,10,16,0.707692,65
Punch,10,16,0.906433,171
PushUps,10,16,0.857143,42
Rafting,10,16,0.697917,96
RockClimbingIndoor,10,16,0.910448,335
RopeClimbing,10,16,0.553398,103
Rowing,10,16,0.893162,234
SalsaSpin,10,16,0.183908,174
ShavingBeard,10,16,0.620513,195
Shotput,10,16,0.372881,59
SkateBoarding,10,16,0.487805,82
Skiing,10,16,0.598802,167
Skijet,10,16,0.835714,140
SkyDiving,10,16,0.807229,83
SoccerJuggling,10,16,0.295652,230
SoccerPenalty,10,16,0.929825,57
StillRings,10,16,0.879518,83
SumoWrestling,10,16,0.791667,120
Surfing,10,16,0.912281,114
Swing,10,16,0.265625,128
TableTennisShot,10,16,1.0,100
TaiChi,10,16,0.785714,84
TennisSwing,10,16,0.806122,98
ThrowDiscus,10,16,0.578947,57
TrampolineJumping,10,16,0.776978,139
Typing,10,16,0.959732,149
UnevenBars,10,16,0.796875,64
VolleyballSpiking,10,16,0.865385,52
WalkingWithDog,10,16,0.589147,129
WallPushups,10,16,0.859649,57
WritingOnBoard,10,16,0.990476,105
YoYo,10,16,0.165138,109
ApplyEyeMakeup,25,16,0.890625,128
ApplyLipstick,25,16,0.911504,113
Archery,25,16,0.638095,105
BabyCrawling,25,16,0.8125,112
BalanceBeam,25,16,0.714286,63
BandMarching,25,16,0.606299,127
BaseballPitch,25,16,0.724138,58
Basketball,25,16,0.890625,64
BasketballDunk,25,16,0.848485,33
BenchPress,25,16,0.977528,89
Biking,25,16,0.650307,163
Billiards,25,16,0.978448,232
BlowDryHair,25,16,0.353535,99
BlowingCandles,25,16,0.795918,49
BodyWeightSquats,25,16,0.095238,63
Bowling,25,16,0.954545,88
BoxingPunchingBag,25,16,0.265537,177
BoxingSpeedBag,25,16,0.469799,149
BreastStroke,25,16,0.793103,87
BrushingTeeth,25,16,0.161616,198
CleanAndJerk,25,16,0.504587,109
CliffDiving,25,16,0.565217,46
CricketBowling,25,16,0.58209,67
CricketShot,25,16,0.478873,71
CuttingInKitchen,25,16,1.0,102
Diving,25,16,1.0,139
Drumming,25,16,0.873418,237
Fencing,25,16,0.861111,72
FieldHockeyPenalty,25,16,0.928571,70
FloorGymnastics,25,16,0.247191,89
FrisbeeCatch,25,16,0.4375,48
FrontCrawl,25,16,0.275591,127
GolfSwing,25,16,0.881818,110
Haircut,25,16,0.532258,62
HammerThrow,25,16,0.541096,146
Hammering,25,16,0.763636,55
HandstandPushups,25,16,0.851852,54
HandstandWalking,25,16,0.05618,89
HeadMassage,25,16,0.712644,174
HighJump,25,16,0.0,74
HorseRace,25,16,0.788136,118
HorseRiding,25,16,0.807947,151
HulaHoop,25,16,0.578947,57
IceDancing,25,16,0.697561,205
JavelinThrow,25,16,0.407407,54
JugglingBalls,25,16,0.655738,183
JumpRope,25,16,0.621795,312
JumpingJack,25,16,0.410256,39
Kayaking,25,16,0.877193,114
Knitting,25,16,0.927536,138
LongJump,25,16,0.444444,72
Lunges,25,16,0.31875,160
MilitaryParade,25,16,1.0,62
Mixing,25,16,0.831579,95
MoppingFloor,25,16,0.095652,115
Nunchucks,25,16,0.149068,161
ParallelBars,25,16,0.747126,87
PizzaTossing,25,16,0.271186,59
PlayingCello,25,16,0.882353,153
PlayingDaf,25,16,0.9447,217
PlayingDhol,25,16,0.894198,293
PlayingFlute,25,16,0.868182,220
PlayingGuitar,25,16,0.966825,211
PlayingPiano,25,16,1.0,112
PlayingSitar,25,16,0.934615,260
PlayingTabla,25,16,0.967532,154
PlayingViolin,25,16,0.819149,94
PoleVault,25,16,0.521127,142
PommelHorse,25,16,0.778261,230
PullUps,25,16,0.707692,65
Punch,25,16,0.906433,171
PushUps,25,16,0.857143,42
Rafting,25,16,0.697917,96
RockClimbingIndoor,25,16,0.910448,335
RopeClimbing,25,16,0.553398,103
Rowing,25,16,0.893162,234
SalsaSpin,25,16,0.183908,174
ShavingBeard,25,16,0.620513,195
Shotput,25,16,0.372881,59
SkateBoarding,25,16,0.487805,82
Skiing,25,16,0.598802,167
Skijet,25,16,0.835714,140
SkyDiving,25,16,0.807229,83
SoccerJuggling,25,16,0.295652,230
SoccerPenalty,25,16,0.929825,57
StillRings,25,16,0.879518,83
SumoWrestling,25,16,0.791667,120
Surfing,25,16,0.912281,114
Swing,25,16,0.265625,128
TableTennisShot,25,16,1.0,100
TaiChi,25,16,0.785714,84
TennisSwing,25,16,0.806122,98
ThrowDiscus,25,16,0.578947,57
TrampolineJumping,25,16,0.776978,139
Typing,25,16,0.959732,149
UnevenBars,25,16,0.796875,64
VolleyballSpiking,25,16,0.865385,52
WalkingWithDog,25,16,0.589147,129
WallPushups,25,16,0.859649,57
WritingOnBoard,25,16,0.990476,105
YoYo,25,16,0.165138,109
ApplyEyeMakeup,50,16,0.921875,128
ApplyLipstick,50,16,0.902655,113
Archery,50,16,0.87619,105
BabyCrawling,50,16,0.9375,112
BalanceBeam,50,16,0.761905,63
BandMarching,50,16,0.700787,127
BaseballPitch,50,16,0.741379,58
Basketball,50,16,0.9375,64
BasketballDunk,50,16,0.939394,33
BenchPress,50,16,1.0,89
Biking,50,16,0.840491,163
Billiards,50,16,0.982759,232
BlowDryHair,50,16,0.585859,99
BlowingCandles,50,16,0.897959,49
BodyWeightSquats,50,16,0.365079,63
Bowling,50,16,0.965909,88
BoxingPunchingBag,50,16,0.536723,177
BoxingSpeedBag,50,16,0.610738,149
BreastStroke,50,16,0.908046,87
BrushingTeeth,50,16,0.272727,198
CleanAndJerk,50,16,0.770642,109
CliffDiving,50,16,0.652174,46
CricketBowling,50,16,0.537313,67
CricketShot,50,16,0.492958,71
CuttingInKitchen,50,16,1.0,102
Diving,50,16,1.0,139
Drumming,50,16,0.953586,237
Fencing,50,16,0.930556,72
FieldHockeyPenalty,50,16,0.928571,70
FloorGymnastics,50,16,0.449438,89
FrisbeeCatch,50,16,0.770833,48
FrontCrawl,50,16,0.181102,127
GolfSwing,50,16,0.936364,110
Haircut,50,16,0.612903,62
HammerThrow,50,16,0.554795,146
Hammering,50,16,0.690909,55
HandstandPushups,50,16,0.796296,54
HandstandWalking,50,16,0.191011,89
HeadMassage,50,16,0.83908,174
HighJump,50,16,0.162162,74
HorseRace,50,16,0.872881,118
HorseRiding,50,16,0.927152,151
HulaHoop,50,16,0.824561,57
IceDancing,50,16,0.853659,205
JavelinThrow,50,16,0.666667,54
JugglingBalls,50,16,0.863388,183
JumpRope,50,16,0.75,312
JumpingJack,50,16,0.846154,39
Kayaking,50,16,0.95614,114
Knitting,50,16,0.971014,138
LongJump,50,16,0.527778,72
Lunges,50,16,0.48125,160
MilitaryParade,50,16,1.0,62
Mixing,50,16,0.884211,95
MoppingFloor,50,16,0.547826,115
Nunchucks,50,16,0.428571,161
ParallelBars,50,16,0.83908,87
PizzaTossing,50,16,0.610169,59
PlayingCello,50,16,0.921569,153
PlayingDaf,50,16,0.981567,217
PlayingDhol,50,16,0.921502,293
PlayingFlute,50,16,0.931818,220
PlayingGuitar,50,16,0.981043,211
PlayingPiano,50,16,1.0,112
PlayingSitar,50,16,0.942308,260
PlayingTabla,50,16,0.974026,154
PlayingViolin,50,16,0.87234,94
PoleVault,50,16,0.626761,142
PommelHorse,50,16,0.886957,230
PullUps,50,16,0.753846,65
Punch,50,16,0.959064,171
PushUps,50,16,0.857143,42
Rafting,50,16,0.697917,96
RockClimbingIndoor,50,16,0.937313,335
RopeClimbing,50,16,0.854369,103
Rowing,50,16,0.965812,234
SalsaSpin,50,16,0.614943,174
ShavingBeard,50,16,0.733333,195
Shotput,50,16,0.40678,59
SkateBoarding,50,16,0.743902,82
Skiing,50,16,0.706587,167
Skijet,50,16,0.964286,140
SkyDiving,50,16,0.939759,83
SoccerJuggling,50,16,0.534783,230
SoccerPenalty,50,16,0.877193,57
StillRings,50,16,0.891566,83
SumoWrestling,50,16,0.9,120
Surfing,50,16,0.912281,114
Swing,50,16,0.648438,128
TableTennisShot,50,16,1.0,100
TaiChi,50,16,0.785714,84
TennisSwing,50,16,0.867347,98
ThrowDiscus,50,16,0.736842,57
TrampolineJumping,50,16,0.956835,139
Typing,50,16,0.959732,149
UnevenBars,50,16,0.890625,64
VolleyballSpiking,50,16,0.961538,52
WalkingWithDog,50,16,0.713178,129
WallPushups,50,16,0.754386,57
WritingOnBoard,50,16,0.990476,105
YoYo,50,16,0.412844,109
