class,coverage,stride,accuracy,n_samples
GolfSwing,25,2,0.932642487046632,386
Haircut,25,2,0.8534031413612565,382
HammerThrow,25,2,0.7865168539325843,445
Hammering,25,2,0.9733333333333334,300
HandstandPushups,25,2,0.9008264462809916,242
HandstandWalking,25,2,0.825,320
HeadMassage,25,2,0.9293361884368307,467
HighJump,25,2,0.3348837209302325,215
HorseRace,25,2,0.8208695652173913,575
HorseRiding,25,2,0.9369369369369368,555
HulaHoop,25,2,0.7835051546391752,194
IceDancing,25,2,0.7734806629834254,724
JavelinThrow,25,2,0.580110497237569,181
JugglingBalls,25,2,0.8592321755027422,547
JumpRope,25,2,0.799163179916318,1195
JumpingJack,25,2,0.631578947368421,133
Kayaking,25,2,0.7913385826771654,508
Knitting,25,2,0.982570806100218,459
LongJump,25,2,0.4548611111111111,288
Lunges,25,2,0.4592030360531309,527
MilitaryParade,25,2,0.8709677419354839,248
Mixing,25,2,0.9809160305343512,262
MoppingFloor,25,2,0.595,400
Nunchucks,25,2,0.6990990990990991,555
ParallelBars,25,2,0.7695167286245354,269
PizzaTossing,25,2,0.5405405405405406,222
PlayingCello,25,2,0.988148148148148,675
PlayingDaf,25,2,0.9641089108910892,808
PlayingDhol,25,2,0.9898190045248868,884
PlayingFlute,25,2,0.9722955145118732,758
PlayingGuitar,25,2,0.9987437185929648,796
PlayingPiano,25,2,0.988095238095238,420
PlayingSitar,25,2,1.0,1056
PlayingTabla,25,2,0.9890310786106032,547
PlayingViolin,25,2,0.9462025316455696,316
PoleVault,25,2,0.5794392523364486,428
PommelHorse,25,2,0.7908163265306123,784
PullUps,25,2,0.7008928571428571,224
Punch,25,2,0.9549763033175356,844
PushUps,25,2,0.8211382113821138,123
Rafting,25,2,0.7150537634408602,372
RockClimbingIndoor,25,2,0.9110251450676984,1034
RopeClimbing,25,2,0.6353276353276354,351
Rowing,25,2,0.861904761904762,840
SalsaSpin,25,2,0.7335834896810507,533
ShavingBeard,25,2,0.8913043478260869,644
Shotput,25,2,0.8351063829787234,188
SkateBoarding,25,2,0.8868613138686131,274
Skiing,25,2,0.7840909090909091,528
Skijet,25,2,0.8709677419354839,434
SkyDiving,25,2,0.8846153846153846,364
SoccerJuggling,25,2,0.6166253101736973,806
SoccerPenalty,25,2,0.984126984126984,189
StillRings,25,2,0.8519553072625698,358
SumoWrestling,25,2,0.9753086419753086,405
Surfing,25,2,0.8004484304932735,446
Swing,25,2,0.8325,400
TableTennisShot,25,2,0.8419753086419753,405
TaiChi,25,2,0.8031746031746032,315
TennisSwing,25,2,0.5772727272727273,440
ThrowDiscus,25,2,0.4468085106382978,188
TrampolineJumping,25,2,0.7923250564334086,443
Typing,25,2,0.9918367346938776,490
UnevenBars,25,2,0.4681647940074906,267
VolleyballSpiking,25,2,0.6981132075471698,212
WalkingWithDog,25,2,0.7408993576017131,467
WallPushups,25,2,0.9572649572649572,234
WritingOnBoard,25,2,0.9976359338061466,423
YoYo,25,2,0.7045454545454546,396
ApplyEyeMakeup,50,2,0.9322033898305084,413
ApplyLipstick,50,2,0.9649122807017544,342
Archery,50,2,0.8955223880597015,402
BabyCrawling,50,2,0.927807486631016,374
BalanceBeam,50,2,0.7440758293838863,211
BandMarching,50,2,0.8208695652173913,575
BaseballPitch,50,2,0.7922077922077922,231
Basketball,50,2,0.7719869706840391,307
BasketballDunk,50,2,0.986013986013986,143
BenchPress,50,2,0.9539473684210528,304
Biking,50,2,0.910091743119266,545
Billiards,50,2,0.9755469755469756,777
BlowDryHair,50,2,0.8998144712430427,539
BlowingCandles,50,2,0.9720670391061452,179
BodyWeightSquats,50,2,0.2240663900414937,241
Bowling,50,2,0.967948717948718,312
BoxingPunchingBag,50,2,0.8677536231884058,552
BoxingSpeedBag,50,2,0.8087719298245614,570
BreastStroke,50,2,0.7192429022082019,317
BrushingTeeth,50,2,0.8263069139966274,593
CleanAndJerk,50,2,0.782608695652174,368
CliffDiving,50,2,0.6900584795321637,171
CricketBowling,50,2,0.9411764705882352,204
CricketShot,50,2,0.690677966101695,236
CuttingInKitchen,50,2,0.9504643962848296,323
Diving,50,2,0.9361233480176212,454
Drumming,50,2,0.9218241042345277,921
Fencing,50,2,0.8913043478260869,230
FieldHockeyPenalty,50,2,0.9356223175965666,233
FloorGymnastics,50,2,0.5838709677419355,310
FrisbeeCatch,50,2,0.6628571428571428,175
FrontCrawl,50,2,0.974937343358396,399
GolfSwing,50,2,0.9637305699481864,386
Haircut,50,2,0.7931937172774869,382
HammerThrow,50,2,0.797752808988764,445
Hammering,50,2,0.9666666666666668,300
HandstandPushups,50,2,0.7768595041322314,242
HandstandWalking,50,2,0.828125,320
HeadMassage,50,2,0.9143468950749464,467
HighJump,50,2,0.5209302325581395,215
HorseRace,50,2,0.8382608695652174,575
HorseRiding,50,2,0.90990990990991,555
HulaHoop,50,2,0.8814432989690721,194
IceDancing,50,2,0.5939226519337016,724
JavelinThrow,50,2,0.6132596685082873,181
JugglingBalls,50,2,0.870201096892139,547
JumpRope,50,2,0.8108786610878661,1195
JumpingJack,50,2,0.4210526315789473,133
Kayaking,50,2,0.7480314960629921,508
Knitting,50,2,0.9389978213507624,459
LongJump,50,2,0.4444444444444444,288
Lunges,50,2,0.3946869070208729,527
MilitaryParade,50,2,0.9153225806451613,248
Mixing,50,2,0.9809160305343512,262
MoppingFloor,50,2,0.5525,400
Nunchucks,50,2,0.7477477477477478,555
ParallelBars,50,2,0.7360594795539034,269
PizzaTossing,50,2,0.6126126126126126,222
PlayingCello,50,2,0.9925925925925926,675
PlayingDaf,50,2,0.9232673267326732,808
PlayingDhol,50,2,0.996606334841629,884
PlayingFlute,50,2,0.9696569920844328,758
PlayingGuitar,50,2,0.9962311557788944,796
PlayingPiano,50,2,0.9785714285714284,420
PlayingSitar,50,2,0.9971590909090908,1056
PlayingTabla,50,2,0.9890310786106032,547
PlayingViolin,50,2,0.9525316455696202,316
PoleVault,50,2,0.5981308411214953,428
PommelHorse,50,2,0.8864795918367347,784
PullUps,50,2,0.7410714285714286,224
Punch,50,2,0.9300947867298578,844
PushUps,50,2,0.8780487804878049,123
Rafting,50,2,0.5080645161290323,372
RockClimbingIndoor,50,2,0.9177949709864603,1034
RopeClimbing,50,2,0.7065527065527065,351
Rowing,50,2,0.7904761904761904,840
SalsaSpin,50,2,0.7185741088180112,533
ShavingBeard,50,2,0.8773291925465838,644
Shotput,50,2,0.8563829787234043,188
SkateBoarding,50,2,0.8978102189781022,274
Skiing,50,2,0.8503787878787878,528
Skijet,50,2,0.7764976958525346,434
SkyDiving,50,2,0.8543956043956044,364
SoccerJuggling,50,2,0.7344913151364765,806
SoccerPenalty,50,2,1.0,189
StillRings,50,2,0.8240223463687151,358
SumoWrestling,50,2,0.9703703703703704,405
Surfing,50,2,0.7623318385650224,446
Swing,50,2,0.8575,400
TableTennisShot,50,2,0.782716049382716,405
TaiChi,50,2,0.8793650793650793,315
TennisSwing,50,2,0.7386363636363636,440
ThrowDiscus,50,2,0.4787234042553192,188
TrampolineJumping,50,2,0.7697516930022573,443
Typing,50,2,0.9673469387755104,490
UnevenBars,50,2,0.6067415730337079,267
VolleyballSpiking,50,2,0.6792452830188679,212
WalkingWithDog,50,2,0.7580299785867237,467
WallPushups,50,2,0.9444444444444444,234
WritingOnBoard,50,2,0.9881796690307328,423
YoYo,50,2,0.8535353535353535,396
ApplyEyeMakeup,75,2,0.946731234866828,413
ApplyLipstick,75,2,0.9736842105263158,342
Archery,75,2,0.9800995024875622,402
BabyCrawling,75,2,0.983957219251337,374
BalanceBeam,75,2,0.8436018957345972,211
BandMarching,75,2,0.8365217391304348,575
BaseballPitch,75,2,0.8961038961038961,231
Basketball,75,2,0.9120521172638436,307
BasketballDunk,75,2,0.972027972027972,143
BenchPress,75,2,1.0,304
Biking,75,2,0.9871559633027523,545
Billiards,75,2,0.9897039897039897,777
BlowDryHair,75,2,0.9053803339517624,539
BlowingCandles,75,2,0.994413407821229,179
BodyWeightSquats,75,2,0.8962655601659751,241
Bowling,75,2,0.9871794871794872,312
BoxingPunchingBag,75,2,0.9927536231884058,552
BoxingSpeedBag,75,2,1.0,570
BreastStroke,75,2,0.946372239747634,317
BrushingTeeth,75,2,0.8330522765598651,593
CleanAndJerk,75,2,0.9619565217391304,368
CliffDiving,75,2,0.9005847953216374,171
CricketBowling,75,2,0.9558823529411764,204
CricketShot,75,2,0.8940677966101694,236
CuttingInKitchen,75,2,0.9938080495356038,323
Diving,75,2,0.9625550660792952,454
Drumming,75,2,0.993485342019544,921
Fencing,75,2,0.982608695652174,230
FieldHockeyPenalty,75,2,0.9871244635193132,233
FloorGymnastics,75,2,0.7870967741935484,310
FrisbeeCatch,75,2,0.84,175
FrontCrawl,75,2,0.9774436090225564,399
GolfSwing,75,2,0.9922279792746114,386
Haircut,75,2,0.8743455497382199,382
HammerThrow,75,2,0.8943820224719101,445
Hammering,75,2,0.97,300
HandstandPushups,75,2,0.987603305785124,242
HandstandWalking,75,2,0.9,320
HeadMassage,75,2,0.9678800856531048,467
HighJump,75,2,0.3720930232558139,215
HorseRace,75,2,0.9060869565217392,575
HorseRiding,75,2,0.9801801801801802,555
HulaHoop,75,2,0.979381443298969,194
IceDancing,75,2,0.9267955801104972,724
JavelinThrow,75,2,0.8729281767955801,181
JugglingBalls,75,2,0.9744058500914076,547
JumpRope,75,2,0.8635983263598327,1195
JumpingJack,75,2,0.9473684210526316,133
Kayaking,75,2,0.9311023622047244,508
Knitting,75,2,0.9956427015250544,459
LongJump,75,2,0.2673611111111111,288
Lunges,75,2,0.8652751423149905,527
MilitaryParade,75,2,0.9637096774193548,248
Mixing,75,2,0.9732824427480916,262
MoppingFloor,75,2,0.8675,400
Nunchucks,75,2,0.6306306306306306,555
ParallelBars,75,2,0.8513011152416357,269
PizzaTossing,75,2,0.9144144144144144,222
PlayingCello,75,2,0.9955555555555556,675
PlayingDaf,75,2,0.988861386138614,808
PlayingDhol,75,2,0.998868778280543,884
PlayingFlute,75,2,0.9802110817941952,758
PlayingGuitar,75,2,1.0,796
PlayingPiano,75,2,0.9904761904761904,420
PlayingSitar,75,2,1.0,1056
PlayingTabla,75,2,0.9908592321755028,547
PlayingViolin,75,2,0.9873417721518988,316
PoleVault,75,2,0.677570093457944,428
PommelHorse,75,2,0.9783163265306124,784
PullUps,75,2,0.9598214285714286,224
Punch,75,2,0.966824644549763,844
PushUps,75,2,0.991869918699187,123
Rafting,75,2,0.7231182795698925,372
RockClimbingIndoor,75,2,0.9448742746615088,1034
RopeClimbing,75,2,0.9316239316239316,351
Rowing,75,2,0.9678571428571427,840
SalsaSpin,75,2,0.953095684803002,533
ShavingBeard,75,2,0.9456521739130436,644
Shotput,75,2,0.7978723404255319,188
SkateBoarding,75,2,0.9452554744525548,274
Skiing,75,2,0.9090909090909092,528
Skijet,75,2,0.7672811059907834,434
SkyDiving,75,2,0.9615384615384616,364
SoccerJuggling,75,2,0.8995037220843672,806
SoccerPenalty,75,2,1.0,189
StillRings,75,2,0.8603351955307262,358
SumoWrestling,75,2,0.980246913580247,405
Surfing,75,2,0.8094170403587444,446
Swing,75,2,0.985,400
TableTennisShot,75,2,0.9901234567901236,405
TaiChi,75,2,0.9587301587301588,315
TennisSwing,75,2,0.9522727272727272,440
ThrowDiscus,75,2,0.9148936170212766,188
TrampolineJumping,75,2,0.9774266365688488,443
Typing,75,2,0.9959183673469388,490
UnevenBars,75,2,0.8014981273408239,267
VolleyballSpiking,75,2,0.9339622641509434,212
WalkingWithDog,75,2,0.9421841541755888,467
WallPushups,75,2,0.9743589743589745,234
WritingOnBoard,75,2,1.0,423
YoYo,75,2,0.952020202020202,396
ApplyEyeMakeup,100,2,0.9443099273607748,413
ApplyLipstick,100,2,0.97953216374269,342
Archery,100,2,0.9800995024875622,402
BabyCrawling,100,2,0.9893048128342246,374
BalanceBeam,100,2,0.8672985781990521,211
BandMarching,100,2,0.8347826086956521,575
BaseballPitch,100,2,0.922077922077922,231
Basketball,100,2,0.9478827361563518,307
BasketballDunk,100,2,0.965034965034965,143
BenchPress,100,2,1.0,304
Biking,100,2,0.98348623853211,545
Billiards,100,2,0.9897039897039897,777
BlowDryHair,100,2,0.9109461966604824,539
BlowingCandles,100,2,0.994413407821229,179
BodyWeightSquats,100,2,0.933609958506224,241
Bowling,100,2,0.9871794871794872,312
BoxingPunchingBag,100,2,0.9963768115942028,552
BoxingSpeedBag,100,2,1.0,570
BreastStroke,100,2,0.9621451104100948,317
BrushingTeeth,100,2,0.8549747048903878,593
CleanAndJerk,100,2,0.9592391304347826,368
CliffDiving,100,2,0.953216374269006,171
CricketBowling,100,2,0.9852941176470588,204
CricketShot,100,2,0.9322033898305084,236
CuttingInKitchen,100,2,0.9845201238390092,323
Diving,100,2,0.9669603524229076,454
Drumming,100,2,0.998914223669924,921
Fencing,100,2,0.991304347826087,230
FieldHockeyPenalty,100,2,0.9828326180257512,233
FloorGymnastics,100,2,0.8419354838709677,310
FrisbeeCatch,100,2,0.9257142857142856,175
FrontCrawl,100,2,0.9799498746867168,399
GolfSwing,100,2,0.9870466321243524,386
Haircut,100,2,0.8638743455497382,382
HammerThrow,100,2,0.907865168539326,445
Hammering,100,2,0.9766666666666668,300
HandstandPushups,100,2,0.987603305785124,242
HandstandWalking,100,2,0.915625,320
HeadMassage,100,2,0.9807280513918628,467
HighJump,100,2,0.5720930232558139,215
HorseRace,100,2,0.9391304347826088,575
HorseRiding,100,2,0.990990990990991,555
HulaHoop,100,2,0.9742268041237112,194
IceDancing,100,2,0.9461325966850828,724
JavelinThrow,100,2,0.9171270718232044,181
JugglingBalls,100,2,0.9872029250457038,547
JumpRope,100,2,0.9079497907949792,1195
JumpingJack,100,2,1.0,133
Kayaking,100,2,0.938976377952756,508
Knitting,100,2,0.9956427015250544,459
LongJump,100,2,0.3229166666666667,288
Lunges,100,2,0.8994307400379506,527
MilitaryParade,100,2,1.0,248
Mixing,100,2,0.9770992366412212,262
MoppingFloor,100,2,0.8975,400
Nunchucks,100,2,0.7153153153153153,555
ParallelBars,100,2,0.8773234200743495,269
PizzaTossing,100,2,0.918918918918919,222
PlayingCello,100,2,0.9985185185185184,675
PlayingDaf,100,2,0.9938118811881188,808
PlayingDhol,100,2,0.998868778280543,884
PlayingFlute,100,2,0.9802110817941952,758
PlayingGuitar,100,2,1.0,796
PlayingPiano,100,2,0.9976190476190476,420
PlayingSitar,100,2,1.0,1056
PlayingTabla,100,2,0.9926873857404022,547
PlayingViolin,100,2,0.9968354430379748,316
PoleVault,100,2,0.7429906542056075,428
PommelHorse,100,2,0.9936224489795918,784
PullUps,100,2,0.9598214285714286,224
Punch,100,2,0.9727488151658767,844
PushUps,100,2,1.0,123
Rafting,100,2,0.706989247311828,372
RockClimbingIndoor,100,2,0.9545454545454546,1034
RopeClimbing,100,2,0.9686609686609686,351
Rowing,100,2,0.9785714285714284,840
SalsaSpin,100,2,0.9737335834896812,533
ShavingBeard,100,2,0.9518633540372672,644
Shotput,100,2,0.776595744680851,188
SkateBoarding,100,2,0.95985401459854,274
Skiing,100,2,0.9242424242424242,528
Skijet,100,2,0.7926267281105991,434
SkyDiving,100,2,0.9642857142857144,364
SoccerJuggling,100,2,0.9454094292803972,806
SoccerPenalty,100,2,0.9947089947089948,189
StillRings,100,2,0.8743016759776536,358
SumoWrestling,100,2,0.9876543209876544,405
Surfing,100,2,0.8161434977578476,446
Swing,100,2,0.995,400
TableTennisShot,100,2,0.9901234567901236,405
TaiChi,100,2,0.9777777777777776,315
TennisSwing,100,2,0.9636363636363636,440
ThrowDiscus,100,2,0.9308510638297872,188
TrampolineJumping,100,2,0.9909706546275396,443
Typing,100,2,0.9897959183673468,490
UnevenBars,100,2,0.8689138576779026,267
VolleyballSpiking,100,2,0.9433962264150944,212
WalkingWithDog,100,2,0.9486081370449678,467
WallPushups,100,2,0.9871794871794872,234
WritingOnBoard,100,2,0.9976359338061466,423
YoYo,100,2,0.9772727272727272,396
ApplyEyeMakeup,10,4,0.9322033898305084,413
ApplyLipstick,10,4,0.9912280701754386,342
Archery,10,4,0.8407960199004975,402
BabyCrawling,10,4,0.8796791443850267,374
BalanceBeam,10,4,0.6018957345971564,211
BandMarching,10,4,0.697391304347826,575
BaseballPitch,10,4,0.6623376623376623,231
Basketball,10,4,0.4397394136807817,307
BasketballDunk,10,4,0.93006993006993,143
BenchPress,10,4,0.7631578947368421,304
Biking,10,4,0.781651376146789,545
Billiards,10,4,0.9613899613899614,777
BlowDryHair,10,4,0.8256029684601113,539
BlowingCandles,10,4,0.9497206703910616,179
BodyWeightSquats,10,4,0.0829875518672199,241
Bowling,10,4,0.967948717948718,312
BoxingPunchingBag,10,4,0.5597826086956522,552
BoxingSpeedBag,10,4,0.3596491228070175,570
BreastStroke,10,4,0.722397476340694,317
BrushingTeeth,10,4,0.821247892074199,593
CleanAndJerk,10,4,0.6086956521739131,368
CliffDiving,10,4,0.3859649122807017,171
CricketBowling,10,4,0.9117647058823528,204
CricketShot,10,4,0.788135593220339,236
CuttingInKitchen,10,4,0.9845201238390092,323
Diving,10,4,0.8898678414096917,454
Drumming,10,4,0.7709011943539631,921
Fencing,10,4,0.5739130434782609,230
FieldHockeyPenalty,10,4,0.965665236051502,233
FloorGymnastics,10,4,0.6419354838709678,310
FrisbeeCatch,10,4,0.4342857142857143,175
FrontCrawl,10,4,0.9774436090225564,399
GolfSwing,10,4,0.9430051813471504,386
Haircut,10,4,0.7905759162303665,382
HammerThrow,10,4,0.5910112359550562,445
Hammering,10,4,0.9433333333333334,300
HandstandPushups,10,4,0.8057851239669421,242
HandstandWalking,10,4,0.721875,320
HeadMassage,10,4,0.8993576017130621,467
HighJump,10,4,0.2837209302325581,215
HorseRace,10,4,0.6991304347826087,575
HorseRiding,10,4,0.8522522522522522,555
HulaHoop,10,4,0.4175257731958763,194
IceDancing,10,4,0.6505524861878453,724
JavelinThrow,10,4,0.2596685082872928,181
JugglingBalls,10,4,0.453382084095064,547
JumpRope,10,4,0.40836820083682,1195
JumpingJack,10,4,0.1203007518796992,133
Kayaking,10,4,0.562992125984252,508
Knitting,10,4,0.934640522875817,459
LongJump,10,4,0.5034722222222222,288
Lunges,10,4,0.3320683111954459,527
MilitaryParade,10,4,0.9233870967741936,248
Mixing,10,4,0.9427480916030534,262
MoppingFloor,10,4,0.4925,400
Nunchucks,10,4,0.4972972972972973,555
ParallelBars,10,4,0.7397769516728625,269
PizzaTossing,10,4,0.1171171171171171,222
PlayingCello,10,4,0.9629629629629628,675
PlayingDaf,10,4,0.915841584158416,808
PlayingDhol,10,4,0.9615384615384616,884
PlayingFlute,10,4,0.967018469656992,758
PlayingGuitar,10,4,0.9874371859296482,796
PlayingPiano,10,4,0.9833333333333332,420
PlayingSitar,10,4,0.9962121212121212,1056
PlayingTabla,10,4,0.9908592321755028,547
PlayingViolin,10,4,0.9208860759493672,316
PoleVault,10,4,0.4602803738317757,428
PommelHorse,10,4,0.4515306122448979,784
PullUps,10,4,0.4642857142857143,224
Punch,10,4,0.9158767772511848,844
PushUps,10,4,0.7479674796747967,123
Rafting,10,4,0.4543010752688172,372
RockClimbingIndoor,10,4,0.8849129593810445,1034
RopeClimbing,10,4,0.3532763532763532,351
Rowing,10,4,0.569047619047619,840
SalsaSpin,10,4,0.5722326454033771,533
ShavingBeard,10,4,0.8804347826086957,644
Shotput,10,4,0.7712765957446809,188
SkateBoarding,10,4,0.5948905109489051,274
Skiing,10,4,0.6496212121212122,528
Skijet,10,4,0.8640552995391705,434
SkyDiving,10,4,0.8296703296703297,364
SoccerJuggling,10,4,0.3225806451612903,806
SoccerPenalty,10,4,0.9788359788359788,189
StillRings,10,4,0.8240223463687151,358
SumoWrestling,10,4,0.928395061728395,405
Surfing,10,4,0.742152466367713,446
Swing,10,4,0.46,400
TableTennisShot,10,4,0.5901234567901235,405
TaiChi,10,4,0.7492063492063492,315
TennisSwing,10,4,0.3772727272727272,440
ThrowDiscus,10,4,0.1968085106382978,188
TrampolineJumping,10,4,0.3927765237020316,443
Typing,10,4,0.9938775510204082,490
UnevenBars,10,4,0.3745318352059925,267
VolleyballSpiking,10,4,0.5141509433962265,212
WalkingWithDog,10,4,0.5546038543897216,467
WallPushups,10,4,0.9658119658119658,234
WritingOnBoard,10,4,0.9952718676122932,423
YoYo,10,4,0.3409090909090909,396
ApplyEyeMakeup,25,4,0.927360774818402,413
ApplyLipstick,25,4,0.9912280701754386,342
Archery,25,4,0.8582089552238806,402
BabyCrawling,25,4,0.8716577540106952,374
BalanceBeam,25,4,0.6682464454976303,211
BandMarching,25,4,0.7495652173913043,575
BaseballPitch,25,4,0.7532467532467533,231
Basketball,25,4,0.4723127035830619,307
BasketballDunk,25,4,0.9370629370629371,143
BenchPress,25,4,0.7828947368421053,304
Biking,25,4,0.7871559633027523,545
Billiards,25,4,0.954954954954955,777
BlowDryHair,25,4,0.8423005565862709,539
BlowingCandles,25,4,0.9441340782122905,179
BodyWeightSquats,25,4,0.13278008298755187,241
Bowling,25,4,0.967948717948718,312
BoxingPunchingBag,25,4,0.6177536231884058,552
BoxingSpeedBag,25,4,0.4789473684210526,570
BreastStroke,25,4,0.6656151419558359,317
BrushingTeeth,25,4,0.8381112984822934,593
CleanAndJerk,25,4,0.6766304347826086,368
CliffDiving,25,4,0.5146198830409356,171
CricketBowling,25,4,0.9166666666666666,204
CricketShot,25,4,0.8177966101694916,236
CuttingInKitchen,25,4,0.978328173374613,323
Diving,25,4,0.8832599118942731,454
Drumming,25,4,0.7915309446254072,921
Fencing,25,4,0.6521739130434783,230
FieldHockeyPenalty,25,4,0.9399141630901288,233
FloorGymnastics,25,4,0.6225806451612903,310
FrisbeeCatch,25,4,0.5314285714285715,175
FrontCrawl,25,4,0.9573934837092731,399
GolfSwing,25,4,0.9585492227979274,386
Haircut,25,4,0.8036649214659686,382
HammerThrow,25,4,0.6898876404494382,445
Hammering,25,4,0.9533333333333334,300
HandstandPushups,25,4,0.8140495867768595,242
HandstandWalking,25,4,0.7125,320
HeadMassage,25,4,0.8843683083511777,467
HighJump,25,4,0.27906976744186046,215
HorseRace,25,4,0.6695652173913044,575
HorseRiding,25,4,0.863063063063063,555
HulaHoop,25,4,0.5309278350515464,194
IceDancing,25,4,0.6091160220994475,724
JavelinThrow,25,4,0.3259668508287293,181
JugglingBalls,25,4,0.5758683729433273,547
JumpRope,25,4,0.5523012552301255,1195
JumpingJack,25,4,0.2706766917293233,133
Kayaking,25,4,0.562992125984252,508
Knitting,25,4,0.9193899782135077,459
LongJump,25,4,0.5381944444444444,288
Lunges,25,4,0.32637571157495254,527
MilitaryParade,25,4,0.907258064516129,248
Mixing,25,4,0.9427480916030534,262
MoppingFloor,25,4,0.5,400
Nunchucks,25,4,0.6612612612612613,555
ParallelBars,25,4,0.758364312267658,269
PizzaTossing,25,4,0.25675675675675674,222
PlayingCello,25,4,0.9807407407407407,675
PlayingDaf,25,4,0.9183168316831684,808
PlayingDhol,25,4,0.9660633484162896,884
PlayingFlute,25,4,0.9696569920844327,758
PlayingGuitar,25,4,0.992462311557789,796
PlayingPiano,25,4,0.9761904761904762,420
PlayingSitar,25,4,0.9971590909090909,1056
PlayingTabla,25,4,0.9908592321755028,547
PlayingViolin,25,4,0.9145569620253164,316
PoleVault,25,4,0.4182242990654206,428
PommelHorse,25,4,0.5089285714285714,784
PullUps,25,4,0.5758928571428571,224
Punch,25,4,0.9395734597156398,844
PushUps,25,4,0.8211382113821138,123
Rafting,25,4,0.4381720430107527,372
RockClimbingIndoor,25,4,0.9061895551257253,1034
RopeClimbing,25,4,0.46438746438746437,351
Rowing,25,4,0.5535714285714286,840
SalsaSpin,25,4,0.6735459662288931,533
ShavingBeard,25,4,0.8788819875776398,644
Shotput,25,4,0.8457446808510638,188
SkateBoarding,25,4,0.5948905109489051,274
Skiing,25,4,0.7291666666666666,528
Skijet,25,4,0.8940092165898618,434
SkyDiving,25,4,0.8214285714285714,364
SoccerJuggling,25,4,0.5,806
SoccerPenalty,25,4,0.9841269841269841,189
StillRings,25,4,0.8044692737430168,358
SumoWrestling,25,4,0.9654320987654321,405
Surfing,25,4,0.7062780269058296,446
Swing,25,4,0.485,400
TableTennisShot,25,4,0.7185185185185186,405
TaiChi,25,4,0.8095238095238095,315
TennisSwing,25,4,0.4818181818181818,440
ThrowDiscus,25,4,0.28191489361702127,188
TrampolineJumping,25,4,0.4650112866817156,443
Typing,25,4,0.9877551020408163,490
UnevenBars,25,4,0.4344569288389513,267
VolleyballSpiking,25,4,0.5613207547169812,212
WalkingWithDog,25,4,0.6274089935760171,467
WallPushups,25,4,0.9658119658119658,234
WritingOnBoard,25,4,1.0,423
YoYo,25,4,0.49242424242424243,396
ApplyEyeMakeup,50,4,0.9249394673123487,413
ApplyLipstick,50,4,0.9619883040935673,342
Archery,50,4,0.927860696517413,402
BabyCrawling,50,4,0.9491978609625669,374
BalanceBeam,50,4,0.8341232227488151,211
BandMarching,50,4,0.8608695652173913,575
BaseballPitch,50,4,0.8268398268398268,231
Basketball,50,4,0.8371335504885994,307
BasketballDunk,50,4,0.972027972027972,143
BenchPress,50,4,0.9736842105263158,304
Biking,50,4,0.9724770642201835,545
Billiards,50,4,0.9819819819819819,777
BlowDryHair,50,4,0.9257884972170687,539
BlowingCandles,50,4,0.9832402234636871,179
BodyWeightSquats,50,4,0.5186721991701245,241
Bowling,50,4,0.9807692307692307,312
BoxingPunchingBag,50,4,0.9456521739130435,552
BoxingSpeedBag,50,4,0.8368421052631579,570
BreastStroke,50,4,0.8675078864353313,317
BrushingTeeth,50,4,0.8566610455311973,593
CleanAndJerk,50,4,0.9021739130434783,368
CliffDiving,50,4,0.8011695906432749,171
CricketBowling,50,4,0.9509803921568627,204
CricketShot,50,4,0.7669491525423728,236
CuttingInKitchen,50,4,0.9659442724458205,323
Diving,50,4,0.9581497797356828,454
Drumming,50,4,0.9652551574375678,921
Fencing,50,4,0.9130434782608695,230
FieldHockeyPenalty,50,4,0.9570815450643777,233
FloorGymnastics,50,4,0.6774193548387096,310
FrisbeeCatch,50,4,0.6742857142857143,175
FrontCrawl,50,4,0.9774436090225563,399
GolfSwing,50,4,0.9766839378238342,386
Haircut,50,4,0.8481675392670157,382
HammerThrow,50,4,0.8269662921348314,445
Hammering,50,4,0.97,300
HandstandPushups,50,4,0.9338842975206612,242
HandstandWalking,50,4,0.84375,320
HeadMassage,50,4,0.9379014989293362,467
HighJump,50,4,0.4697674418604651,215
HorseRace,50,4,0.8347826086956521,575
HorseRiding,50,4,0.9315315315315316,555
HulaHoop,50,4,0.865979381443299,194
IceDancing,50,4,0.7859116022099447,724
JavelinThrow,50,4,0.6519337016574586,181
JugglingBalls,50,4,0.8884826325411335,547
JumpRope,50,4,0.8887029288702929,1195
JumpingJack,50,4,0.8270676691729323,133
Kayaking,50,4,0.8149606299212598,508
Knitting,50,4,0.9803921568627451,459
LongJump,50,4,0.4305555555555556,288
Lunges,50,4,0.6072106261859582,527
MilitaryParade,50,4,0.9274193548387096,248
Mixing,50,4,0.9809160305343512,262
MoppingFloor,50,4,0.7525,400
Nunchucks,50,4,0.7927927927927928,555
ParallelBars,50,4,0.7769516728624535,269
PizzaTossing,50,4,0.6846846846846847,222
PlayingCello,50,4,0.9925925925925926,675
PlayingDaf,50,4,0.9554455445544554,808
PlayingDhol,50,4,0.997737556561086,884
PlayingFlute,50,4,0.9775725593667546,758
PlayingGuitar,50,4,0.9974874371859297,796
PlayingPiano,50,4,0.9857142857142858,420
PlayingSitar,50,4,1.0,1056
PlayingTabla,50,4,0.9963436928702011,547
PlayingViolin,50,4,0.9715189873417721,316
PoleVault,50,4,0.6191588785046729,428
PommelHorse,50,4,0.9349489795918368,784
PullUps,50,4,0.8303571428571429,224
